date,vessel_id,vessel_name,vessel_type,capacity_ton,status,current_load_ton,port_location,eta_port,berthing_time_hours,demurrage_cost_usd,fuel_consumption_ton,distance_nm,utilization_pct,month,day_of_week,utilization_category,vessel_efficiency,loading_rate_tph,fuel_efficiency_nm_per_ton,port_congestion,status_priority,vessel_id_encoded,vessel_name_encoded,vessel_type_encoded,status_encoded,port_location_encoded,eta_port_encoded,utilization_category_encoded
2025-07-28,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,76361,Banjarmasin,2025-06-03,0.0,0,56.2,0,95.5,7,0,Full,97.3,76361.0,0.0,0,3,4,25,3,3,1,16,0
2025-07-29,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Muara Jawa,2025-06-03,0.0,0,75.5,0,0.0,7,1,,40.0,0.0,0.0,0,5,4,25,3,1,2,16,4
2025-07-30,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Balikpapan,2025-06-03,0.0,0,25.5,0,0.0,7,2,,40.0,0.0,0.0,0,5,4,25,3,1,0,16,4
2025-07-31,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,26990,Banjarmasin,2025-08-05,0.0,0,20.9,1842,33.7,7,3,Low,60.22,26990.0,84.1095890410959,0,2,4,25,3,2,1,79,2
2025-08-01,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,12360,Balikpapan,2025-08-07,0.0,0,38.8,4295,15.4,8,4,Low,49.24,12360.0,107.91457286432161,0,2,4,25,3,2,0,81,2
2025-08-02,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,18689,Muara Jawa,2025-06-03,0.0,0,30.4,0,23.4,8,5,Low,54.04,18689.0,0.0,0,3,4,25,3,3,2,16,2
2025-08-03,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Balikpapan,2025-06-03,0.0,0,29.3,0,0.0,8,6,,40.0,0.0,0.0,0,5,4,25,3,1,0,16,4
2025-08-04,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Samarinda,2025-06-03,43.8,47994,66.3,0,0.0,8,0,,1.5155159971133036,0.0,0.0,1,1,4,25,3,0,3,16,4
2025-08-05,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,55276,Tarakan,2025-08-06,0.0,0,20.9,1191,69.1,8,1,Medium,81.46,55276.0,54.38356164383562,0,2,4,25,3,2,4,80,3
2025-08-06,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Balikpapan,2025-06-03,28.2,1920,33.2,0,0.0,8,2,,38.46042819340871,0.0,0.0,0,1,4,25,3,0,0,16,4
2025-08-07,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Banjarmasin,2025-06-03,0.0,0,64.4,0,0.0,8,3,,40.0,0.0,0.0,0,4,4,25,3,5,1,16,4
2025-08-08,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,70821,Balikpapan,2025-06-03,0.0,0,49.9,0,88.5,8,4,High,93.1,70821.0,0.0,0,3,4,25,3,3,0,16,1
2025-08-09,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Banjarmasin,2025-06-03,0.0,0,25.6,0,0.0,8,5,,40.0,0.0,0.0,0,4,4,25,3,5,1,16,4
2025-08-10,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Balikpapan,2025-06-03,0.0,0,46.0,0,0.0,8,6,,40.0,0.0,0.0,0,4,4,25,3,5,0,16,4
2025-08-11,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,69212,Samarinda,2025-06-03,0.0,0,63.4,0,86.5,8,0,High,91.9,69212.0,0.0,0,3,4,25,3,3,3,16,1
2025-08-12,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Tarakan,2025-06-03,0.0,0,56.8,0,0.0,8,1,,40.0,0.0,0.0,0,5,4,25,3,1,4,16,4
2025-08-13,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,75945,Banjarmasin,2025-08-17,0.0,0,32.2,2186,94.9,8,2,Full,96.94,75945.0,65.8433734939759,0,2,4,25,3,2,1,91,0
2025-08-14,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Tarakan,2025-06-03,0.0,0,20.8,0,0.0,8,3,,40.0,0.0,0.0,0,5,4,25,3,1,4,16,4
2025-08-15,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,21869,Muara Jawa,2025-06-03,0.0,0,24.6,0,27.3,8,4,Low,56.379999999999995,21869.0,0.0,0,3,4,25,3,3,2,16,2
2025-08-16,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Samarinda,2025-06-03,28.5,27586,32.9,0,0.0,8,5,,17.879881324673242,0.0,0.0,0,1,4,25,3,0,3,16,4
2025-08-17,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,67087,Banjarmasin,2025-08-24,0.0,0,70.3,1673,83.9,8,6,High,90.34,67087.0,23.464235624123422,0,2,4,25,3,2,1,98,1
2025-08-18,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,5283,Samarinda,2025-06-03,0.0,0,37.0,0,6.6,8,0,Low,43.96,5283.0,0.0,0,3,4,25,3,3,3,16,2
2025-08-19,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Samarinda,2025-06-03,0.0,0,57.0,0,0.0,8,1,,40.0,0.0,0.0,0,4,4,25,3,5,3,16,4
2025-08-20,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Samarinda,2025-06-03,0.0,0,51.3,0,0.0,8,2,,40.0,0.0,0.0,0,4,4,25,3,5,3,16,4
2025-08-21,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Banjarmasin,2025-06-03,0.0,0,45.6,0,0.0,8,3,,40.0,0.0,0.0,0,5,4,25,3,1,1,16,4
2025-08-22,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,24170,Balikpapan,2025-06-03,0.0,0,40.0,0,30.2,8,4,Low,58.12,24170.0,0.0,0,3,4,25,3,3,0,16,2
2025-08-23,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Balikpapan,2025-06-03,44.2,21128,22.1,0,0.0,8,5,,23.058295244968328,0.0,0.0,1,1,4,25,3,0,0,16,4
2025-08-24,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Banjarmasin,2025-06-03,0.0,0,57.8,0,0.0,8,6,,40.0,0.0,0.0,0,4,4,25,3,5,1,16,4
2025-08-25,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,70843,Banjarmasin,2025-06-03,0.0,0,50.0,0,88.6,8,0,High,93.16,70843.0,0.0,0,3,4,25,3,3,1,16,1
2025-08-26,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,38506,Muara Jawa,2025-08-28,0.0,0,69.5,2659,48.1,8,1,Low,68.86,38506.0,37.716312056737586,0,2,4,25,3,2,2,102,2
2025-08-27,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,7352,Muara Jawa,2025-08-31,0.0,0,55.4,234,9.2,8,2,Low,45.519999999999996,7352.0,4.1489361702127665,0,2,4,25,3,2,2,105,2
2025-08-28,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Tarakan,2025-06-03,0.0,0,32.6,0,0.0,8,3,,40.0,0.0,0.0,0,5,4,25,3,1,4,16,4
2025-08-29,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,35842,Banjarmasin,2025-06-03,0.0,0,44.5,0,44.8,8,4,Low,66.88,35842.0,0.0,0,3,4,25,3,3,1,16,2
2025-08-30,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Muara Jawa,2025-06-03,17.8,49796,67.2,0,0.0,8,5,,0.07056370780210042,0.0,0.0,0,1,4,25,3,0,2,16,4
2025-08-31,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Banjarmasin,2025-06-03,43.7,35436,69.6,0,0.0,8,6,,11.58527784459947,0.0,0.0,1,1,4,25,3,0,1,16,4
2025-09-01,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,12356,Balikpapan,2025-09-05,0.0,0,75.5,2430,15.4,9,0,Low,49.24,12356.0,31.764705882352942,0,2,4,25,3,2,0,110,2
2025-09-02,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,3606,Balikpapan,2025-09-07,0.0,0,64.6,2013,4.5,9,1,Low,42.7,3606.0,30.6859756097561,0,2,4,25,3,2,0,112,2
2025-09-03,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Balikpapan,2025-06-03,0.0,0,69.7,0,0.0,9,2,,40.0,0.0,0.0,0,4,4,25,3,5,0,16,4
2025-09-04,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,48516,Tarakan,2025-06-03,0.0,0,57.9,0,60.6,9,3,Medium,76.36,48516.0,0.0,0,3,4,25,3,3,4,16,3
2025-09-05,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,61753,Balikpapan,2025-06-03,0.0,0,39.1,0,77.2,9,4,High,86.32,61753.0,0.0,0,3,4,25,3,3,0,16,1
2025-09-06,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Samarinda,2025-06-03,41.8,661,51.3,0,0.0,9,5,,39.46997033116831,0.0,0.0,1,1,4,25,3,0,3,16,4
2025-09-07,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Balikpapan,2025-06-03,0.0,0,40.7,0,0.0,9,6,,40.0,0.0,0.0,0,4,4,25,3,5,0,16,4
2025-09-08,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,6968,Balikpapan,2025-09-13,0.0,0,44.7,3729,8.7,9,0,Low,45.22,6968.0,81.59737417943107,0,2,4,25,3,2,0,118,2
2025-09-09,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,54316,Balikpapan,2025-06-03,0.0,0,64.4,0,67.9,9,1,Medium,80.74000000000001,54316.0,0.0,0,3,4,25,3,3,0,16,3
2025-09-10,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Muara Jawa,2025-06-03,38.4,44049,37.8,0,0.0,9,2,,4.6788549434688465,0.0,0.0,1,1,4,25,3,0,2,16,4
2025-09-11,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,64925,Balikpapan,2025-09-14,0.0,0,34.5,1773,81.2,9,3,High,88.72,64925.0,49.943661971830984,0,2,4,25,3,2,0,119,1
2025-09-12,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,43939,Banjarmasin,2025-09-21,0.0,0,32.7,2353,54.9,9,4,Medium,72.94,43939.0,69.82195845697329,0,2,4,25,3,2,1,126,3
2025-09-13,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Samarinda,2025-06-03,0.0,0,40.1,0,0.0,9,5,,40.0,0.0,0.0,0,5,4,25,3,1,3,16,4
2025-09-14,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Samarinda,2025-06-03,0.0,0,53.4,0,0.0,9,6,,40.0,0.0,0.0,0,4,4,25,3,5,3,16,4
2025-09-15,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,36320,Samarinda,2025-09-18,0.0,0,61.8,548,45.4,9,0,Low,67.24,36320.0,8.726114649681529,0,2,4,25,3,2,3,123,2
2025-09-16,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,30049,Samarinda,2025-06-03,0.0,0,52.8,0,37.6,9,1,Low,62.56,30049.0,0.0,0,3,4,25,3,3,3,16,2
2025-09-17,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,69724,Muara Jawa,2025-09-18,0.0,0,49.7,3488,87.2,9,2,High,92.32,69724.0,68.79684418145956,0,2,4,25,3,2,2,123,1
2025-09-18,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,71696,Muara Jawa,2025-06-03,0.0,0,43.5,0,89.6,9,3,High,93.75999999999999,71696.0,0.0,0,3,4,25,3,3,2,16,1
2025-09-19,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Banjarmasin,2025-06-03,30.3,25396,66.6,0,0.0,9,4,,19.635955416566432,0.0,0.0,0,1,4,25,3,0,1,16,4
2025-09-20,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,39082,Balikpapan,2025-09-23,0.0,0,53.6,3800,48.9,9,5,Low,69.34,39082.0,69.59706959706959,0,2,4,25,3,2,0,128,2
2025-09-21,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,47897,Tarakan,2025-06-03,0.0,0,72.9,0,59.9,9,6,Medium,75.94,47897.0,0.0,0,3,4,25,3,3,4,16,3
2025-09-22,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Balikpapan,2025-06-03,0.0,0,52.1,0,0.0,9,0,,40.0,0.0,0.0,0,4,4,25,3,5,0,16,4
2025-09-23,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Balikpapan,2025-06-03,0.0,0,72.5,0,0.0,9,1,,40.0,0.0,0.0,0,4,4,25,3,5,0,16,4
2025-09-24,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,25963,Samarinda,2025-06-03,0.0,0,37.1,0,32.5,9,2,Low,59.5,25963.0,0.0,0,3,4,25,3,3,3,16,2
2025-09-25,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,11676,Samarinda,2025-09-28,0.0,0,71.3,4624,14.6,9,3,Low,48.76,11676.0,63.95573997233748,0,2,4,25,3,2,3,133,2
2025-09-26,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,4234,Muara Jawa,2025-10-05,0.0,0,68.2,2582,5.3,9,4,Low,43.18,4234.0,37.312138728323696,0,2,4,25,3,2,2,140,2
2025-09-27,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,41153,Tarakan,2025-06-03,0.0,0,30.9,0,51.4,9,5,Medium,70.84,41153.0,0.0,0,3,4,25,3,3,4,16,3
2025-09-28,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Tarakan,2025-06-03,0.0,0,52.7,0,0.0,9,6,,40.0,0.0,0.0,0,4,4,25,3,5,4,16,4
2025-09-29,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Banjarmasin,2025-06-03,25.5,24565,46.0,0,0.0,9,0,,20.302301339106727,0.0,0.0,0,1,4,25,3,0,1,16,4
2025-09-30,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Samarinda,2025-06-03,13.5,26946,33.2,0,0.0,9,1,,18.39307192687034,0.0,0.0,0,1,4,25,3,0,3,16,4
2025-10-01,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,22335,Samarinda,2025-06-03,0.0,0,62.4,0,27.9,10,2,Low,56.739999999999995,22335.0,0.0,0,3,4,25,3,3,3,16,2
2025-10-02,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,24123,Tarakan,2025-06-03,0.0,0,22.7,0,30.2,10,3,Low,58.12,24123.0,0.0,0,3,4,25,3,3,4,16,2
2025-10-03,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,8026,Samarinda,2025-06-03,0.0,0,69.9,0,10.0,10,4,Low,46.0,8026.0,0.0,0,3,4,25,3,3,3,16,2
2025-10-04,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Balikpapan,2025-06-03,0.0,0,20.3,0,0.0,10,5,,40.0,0.0,0.0,0,4,4,25,3,5,0,16,4
2025-10-05,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Muara Jawa,2025-06-03,0.0,0,26.2,0,0.0,10,6,,40.0,0.0,0.0,0,4,4,25,3,5,2,16,4
2025-10-06,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Tarakan,2025-06-03,0.0,0,66.0,0,0.0,10,0,,40.0,0.0,0.0,0,5,4,25,3,1,4,16,4
2025-10-07,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,34660,Muara Jawa,2025-10-14,0.0,0,60.6,3671,43.3,10,1,Low,65.97999999999999,34660.0,59.59415584415584,0,2,4,25,3,2,2,149,2
2025-10-08,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Muara Jawa,2025-06-03,0.0,0,32.4,0,0.0,10,2,,40.0,0.0,0.0,0,5,4,25,3,1,2,16,4
2025-10-09,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Samarinda,2025-06-03,0.0,0,30.2,0,0.0,10,3,,40.0,0.0,0.0,0,4,4,25,3,5,3,16,4
2025-10-10,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Tarakan,2025-06-03,0.0,0,43.4,0,0.0,10,4,,40.0,0.0,0.0,0,5,4,25,3,1,4,16,4
2025-10-11,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Samarinda,2025-06-03,0.0,0,46.0,0,0.0,10,5,,40.0,0.0,0.0,0,5,4,25,3,1,3,16,4
2025-10-12,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Banjarmasin,2025-06-03,0.0,0,54.7,0,0.0,10,6,,40.0,0.0,0.0,0,4,4,25,3,5,1,16,4
2025-10-13,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,56233,Tarakan,2025-10-19,0.0,0,43.2,715,70.3,10,0,Medium,82.18,56233.0,16.176470588235293,0,2,4,25,3,2,4,154,3
2025-10-14,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,64551,Muara Jawa,2025-06-03,0.0,0,32.9,0,80.7,10,1,High,88.42,64551.0,0.0,0,3,4,25,3,3,2,16,1
2025-10-15,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,6859,Banjarmasin,2025-10-16,0.0,0,55.1,3349,8.6,10,2,Low,45.16,6859.0,59.696969696969695,0,2,4,25,3,2,1,151,2
2025-10-16,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,4886,Banjarmasin,2025-06-03,0.0,0,77.5,0,6.1,10,3,Low,43.66,4886.0,0.0,0,3,4,25,3,3,1,16,2
2025-10-17,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,28453,Balikpapan,2025-10-20,0.0,0,76.3,3393,35.6,10,4,Low,61.36,28453.0,43.893919793014234,0,2,4,25,3,2,0,155,2
2025-10-18,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,31709,Muara Jawa,2025-06-03,0.0,0,69.6,0,39.6,10,5,Low,63.760000000000005,31709.0,0.0,0,3,4,25,3,3,2,16,2
2025-10-19,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,65133,Muara Jawa,2025-10-23,0.0,0,69.4,3146,81.4,10,6,High,88.84,65133.0,44.68749999999999,0,2,4,25,3,2,2,158,1
2025-10-20,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Tarakan,2025-06-03,0.0,0,47.7,0,0.0,10,0,,40.0,0.0,0.0,0,4,4,25,3,5,4,16,4
2025-10-21,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Tarakan,2025-06-03,39.9,22867,42.1,0,0.0,10,1,,21.663860155560897,0.0,0.0,1,1,4,25,3,0,4,16,4
2025-10-22,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,3748,Muara Jawa,2025-10-27,0.0,0,73.3,1640,4.7,10,2,Low,42.82,3748.0,22.072678331090177,0,2,4,25,3,2,2,162,2
2025-10-23,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,33457,Balikpapan,2025-10-31,0.0,0,32.1,3675,41.8,10,3,Low,65.08,33457.0,111.02719033232628,0,2,4,25,3,2,0,166,2
2025-10-24,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,78278,Muara Jawa,2025-06-03,0.0,0,69.5,0,97.8,10,4,Full,98.67999999999999,78278.0,0.0,0,3,4,25,3,3,2,16,0
2025-10-25,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Samarinda,2025-06-03,0.0,0,68.8,0,0.0,10,5,,40.0,0.0,0.0,0,4,4,25,3,5,3,16,4
2025-10-26,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Samarinda,2025-06-03,0.0,0,79.9,0,0.0,10,6,,40.0,0.0,0.0,0,4,4,25,3,5,3,16,4
2025-10-27,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,64286,Samarinda,2025-06-03,0.0,0,68.4,0,80.4,10,0,High,88.24000000000001,64286.0,0.0,0,3,4,25,3,3,3,16,1
2025-10-28,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Muara Jawa,2025-06-03,28.8,45406,22.4,0,0.0,10,1,,3.590730494747816,0.0,0.0,0,1,4,25,3,0,2,16,4
2025-10-29,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,63344,Samarinda,2025-11-02,0.0,0,73.5,3064,79.2,10,2,High,87.52000000000001,63344.0,41.12751677852349,0,2,4,25,3,2,3,168,1
2025-10-30,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Samarinda,2025-06-03,0.0,0,20.8,0,0.0,10,3,,40.0,0.0,0.0,0,4,4,25,3,5,3,16,4
2025-10-31,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Muara Jawa,2025-06-03,0.0,0,33.9,0,0.0,10,4,,40.0,0.0,0.0,0,5,4,25,3,1,2,16,4
2025-11-01,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Banjarmasin,2025-06-03,0.0,0,62.4,0,0.0,11,5,,40.0,0.0,0.0,0,5,4,25,3,1,1,16,4
2025-11-02,VSL-005,MV Coal Carrier 5,Panamax,80000,Loading,65206,Samarinda,2025-06-03,0.0,0,20.3,0,81.5,11,6,High,88.9,65206.0,0.0,0,3,4,25,3,3,3,16,1
2025-11-03,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Muara Jawa,2025-06-03,43.1,30857,43.4,0,0.0,11,0,,15.256996231256515,0.0,0.0,1,1,4,25,3,0,2,16,4
2025-11-04,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Muara Jawa,2025-06-03,0.0,0,65.4,0,0.0,11,1,,40.0,0.0,0.0,0,5,4,25,3,1,2,16,4
2025-11-05,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,33340,Samarinda,2025-11-14,0.0,0,33.7,2358,41.7,11,2,Low,65.02,33340.0,67.95389048991353,0,2,4,25,3,2,3,180,2
2025-11-06,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Samarinda,2025-06-03,45.4,6838,57.1,0,0.0,11,3,,34.51687915965039,0.0,0.0,1,1,4,25,3,0,3,16,4
2025-11-07,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,70532,Samarinda,2025-11-12,0.0,0,78.9,2317,88.2,11,4,High,92.92,70532.0,28.998748435544428,0,2,4,25,3,2,3,178,1
2025-11-08,VSL-005,MV Coal Carrier 5,Panamax,80000,Scheduled,0,Balikpapan,2025-06-03,0.0,0,50.2,0,0.0,11,5,,40.0,0.0,0.0,0,4,4,25,3,5,0,16,4
2025-11-09,VSL-005,MV Coal Carrier 5,Panamax,80000,At Port,0,Muara Jawa,2025-06-03,36.3,46646,71.8,0,0.0,11,6,,2.59642370299094,0.0,0.0,1,1,4,25,3,0,2,16,4
2025-11-10,VSL-005,MV Coal Carrier 5,Panamax,80000,Available,0,Samarinda,2025-06-03,0.0,0,30.0,0,0.0,11,0,,40.0,0.0,0.0,0,5,4,25,3,1,3,16,4
2025-11-11,VSL-005,MV Coal Carrier 5,Panamax,80000,In Transit,570,Balikpapan,2025-11-20,0.0,0,24.2,1017,0.7,11,1,Low,40.42,570.0,40.35714285714286,0,2,4,25,3,2,0,186,2
2025-05-16,VSL-006,MV Coal Carrier 6,Handymax,60000,Scheduled,0,Tarakan,2025-06-03,0.0,0,44.8,0,0.0,5,4,,40.0,0.0,0.0,0,4,5,26,2,5,4,16,4
2025-05-17,VSL-006,MV Coal Carrier 6,Handymax,60000,Loading,9941,Banjarmasin,2025-06-03,0.0,0,60.1,0,16.6,5,5,Low,49.96,9941.0,0.0,0,3,5,26,2,3,1,16,2
2025-05-18,VSL-006,MV Coal Carrier 6,Handymax,60000,Scheduled,0,Banjarmasin,2025-06-03,0.0,0,21.1,0,0.0,5,6,,40.0,0.0,0.0,0,4,5,26,2,5,1,16,4
2025-05-19,VSL-006,MV Coal Carrier 6,Handymax,60000,Scheduled,0,Samarinda,2025-06-03,0.0,0,62.0,0,0.0,5,0,,40.0,0.0,0.0,0,4,5,26,2,5,3,16,4
2025-05-20,VSL-006,MV Coal Carrier 6,Handymax,60000,Scheduled,0,Tarakan,2025-06-03,0.0,0,77.7,0,0.0,5,1,,40.0,0.0,0.0,0,4,5,26,2,5,4,16,4
2025-05-21,VSL-006,MV Coal Carrier 6,Handymax,60000,In Transit,3255,Banjarmasin,2025-05-23,0.0,0,54.4,2889,5.4,5,2,Low,43.24,3255.0,52.148014440433215,0,2,5,26,2,2,1,5,2
2025-05-22,VSL-006,MV Coal Carrier 6,Handymax,60000,In Transit,23989,Banjarmasin,2025-05-30,0.0,0,25.7,3982,40.0,5,3,Low,64.0,23989.0,149.1385767790262,0,2,5,26,2,2,1,12,2
2025-05-23,VSL-006,MV Coal Carrier 6,Handymax,60000,Available,0,Muara Jawa,2025-06-03,0.0,0,45.4,0,0.0,5,4,,40.0,0.0,0.0,0,5,5,26,2,1,2,16,4
2025-05-24,VSL-006,MV Coal Carrier 6,Handymax,60000,Available,0,Tarakan,2025-06-03,0.0,0,72.9,0,0.0,5,5,,40.0,0.0,0.0,0,5,5,26,2,1,4,16,4
2025-05-25,VSL-006,MV Coal Carrier 6,Handymax,60000,At Port,0,Samarinda,2025-06-03,19.6,23596,78.6,0,0.0,5,6,,21.07930398524577,0.0,0.0,0,1,5,26,2,0,3,16,4
2025-05-26,VSL-006,MV Coal Carrier 6,Handymax,60000,Maintenance,0,Samarinda,2025-06-03,0.0,0,64.2,0,0.0,5,0,,40.0,0.0,0.0,0,0,5,26,2,4,3,16,4
2025-05-27,VSL-006,MV Coal Carrier 6,Handymax,60000,Loading,54782,Balikpapan,2025-06-03,0.0,0,79.8,0,91.3,5,1,Full,94.78,54782.0,0.0,0,3,5,26,2,3,0,16,0
2025-05-28,VSL-006,MV Coal Carrier 6,Handymax,60000,Available,0,Banjarmasin,2025-06-03,0.0,0,61.5,0,0.0,5,2,,40.0,0.0,0.0,0,5,5,26,2,1,1,16,4
2025-05-29,VSL-006,MV Coal Carrier 6,Handymax,60000,In Transit,15160,Muara Jawa,2025-06-02,0.0,0,40.9,3956,25.3,5,3,Low,55.18,15160.0,94.41527446300717,0,2,5,26,2,2,2,15,2
2025-05-30,VSL-006,MV Coal Carrier 6,Handymax,60000,At Port,0,Muara Jawa,2025-06-03,15.1,34314,67.4,0,0.0,5,4,,12.484965119076259,0.0,0.0,0,1,5,26,2,0,2,16,4
2025-05-31,VSL-006,MV Coal Carrier 6,Handymax,60000,In Transit,51769,Banjarmasin,2025-06-04,0.0,0,23.3,2875,86.3,5,5,High,91.78,51769.0,118.3127572016461,0,2,5,26,2,2,1,17,1
2025-06-01,VSL-006,MV Coal Carrier 6,Handymax,60000,Available,0,Tarakan,2025-06-03,0.0,0,46.3,0,0.0,6,6,,40.0,0.0,0.0,0,5,5,26,2,1,4,16,4
2025-06-02,VSL-006,MV Coal Carrier 6,Handymax,60000,In Transit,57124,Balikpapan,2025-06-10,0.0,0,26.9,4431,95.2,6,0,Full,97.12,57124.0,158.81720430107526,0,2,5,26,2,2,0,23,0
2025-06-03,VSL-006,MV Coal Carrier 6,Handymax,60000,Loading,55178,Muara Jawa,2025-06-03,0.0,0,34.0,0,92.0,6,1,Full,95.19999999999999,55178.0,0.0,0,3,5,26,2,3,2,16,0
