date,vessel_id,vessel_name,vessel_type,capacity_ton,status,current_load_ton,port_location,eta_port,berthing_time_hours,demurrage_cost_usd,fuel_consumption_ton,distance_nm,utilization_pct,month,day_of_week,utilization_category,vessel_efficiency,loading_rate_tph,fuel_efficiency_nm_per_ton,port_congestion,status_priority,vessel_id_encoded,vessel_name_encoded,vessel_type_encoded,status_encoded,port_location_encoded,eta_port_encoded,utilization_category_encoded
2025-08-02,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,1.0768585032249005,Muara Jawa,2025-08-06,0.0,-0.3529948633464609,0.7999767933057956,0.34198605842149243,1.9976875123974815,8,5,High,1.807271177053778,1.0768585032249005,0.0768625216612225,-0.23119901553306169,-0.5769012422467917,5,26,2,2,2,80,1
2025-08-03,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,-0.5132150357459132,-0.484496242427788,-0.714883548457204,8,6,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,2,16,4
2025-08-04,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Tarakan,2025-06-03,0.0,-0.3529948633464609,0.7999767933057956,-0.484496242427788,-0.714883548457204,8,0,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,4,16,4
2025-08-05,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Maintenance,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,-1.3751779543745677,-0.484496242427788,-0.714883548457204,8,1,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.9231703468849402,5,26,2,4,1,16,4
2025-08-06,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,At Port,-0.6442104063412449,Samarinda,2025-06-03,26.8,0.6348761411347691,-0.6115597982740145,-0.484496242427788,-0.714883548457204,8,2,,-0.8360882406778555,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,5,26,2,0,3,16,4
2025-08-07,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,1.037161220579452,-0.484496242427788,-0.714883548457204,8,3,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,3,16,4
2025-08-08,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,-1.4850926889647988,-0.484496242427788,-0.714883548457204,8,4,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,2,16,4
2025-08-09,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.05507306376037851,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,0.2851130365410289,-0.484496242427788,0.38848160333566917,8,5,Low,0.4573217524654776,0.05507306376037851,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,2,16,2
2025-08-10,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.3673809093119304,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,0.8173317513989898,-0.484496242427788,0.8785148369399539,8,6,Medium,0.8684065477723274,0.3673809093119304,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,1,16,3
2025-08-11,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,0.09999348354695523,-0.484496242427788,-0.714883548457204,8,0,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,3,16,4
2025-08-12,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,0.996666318361999,-0.484496242427788,-0.714883548457204,8,1,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,1,16,4
2025-08-13,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Scheduled,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,-0.8892391277651249,-0.484496242427788,-0.714883548457204,8,2,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,5,26,2,5,2,16,4
2025-08-14,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,0.3343252094777604,Balikpapan,2025-08-21,0.0,-0.3529948633464609,1.621444809716997,0.9036582407161096,0.8279307612130599,8,3,Low,0.8259719882567819,0.3343252094777604,0.27272500755332113,-0.23119901553306169,-0.5769012422467917,5,26,2,2,0,95,2
2025-08-15,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.9041600188536603,Tarakan,2025-06-03,0.0,-0.3529948633464609,-1.6528572838656779,-0.484496242427788,1.725798105365427,8,4,High,1.5791854196577195,0.9041600188536603,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,4,16,1
2025-08-16,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,1.2816768334410724,Muara Jawa,2025-08-17,0.0,-0.3529948633464609,-0.8660991836408655,2.0811856554995254,2.32016099515643,8,5,Full,2.0777914939653828,1.2816768334410724,2.4441033106155294,-0.23119901553306169,-0.5769012422467917,5,26,2,2,2,91,0
2025-08-17,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Maintenance,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,1.112366038983295,-0.484496242427788,-0.714883548457204,8,6,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.9231703468849402,5,26,2,4,1,16,4
2025-08-18,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Scheduled,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,-0.5305699938391074,-0.484496242427788,-0.714883548457204,8,0,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,5,26,2,5,3,16,4
2025-08-19,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.02900284548873783,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-0.6057748122429496,-0.484496242427788,0.347382041807568,8,1,Low,0.42284367285909663,0.02900284548873783,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,0,16,2
2025-08-20,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,-0.3484805457419158,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-0.5016450636837835,-0.484496242427788,-0.25014235271636637,8,2,Low,-0.07841456141828794,-0.3484805457419158,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,0,16,2
2025-08-21,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,At Port,-0.6442104063412449,Samarinda,2025-06-03,20.0,3.6664606200501364,-1.2594782337532717,-0.484496242427788,-0.714883548457204,8,3,,-1.9648140076009137,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,5,26,2,0,3,16,4
2025-08-22,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,1.118270042248699,Samarinda,2025-08-23,0.0,-0.3529948633464609,-0.7908943652370233,0.36640658808647575,2.0640791117890296,8,4,High,1.8629665364179326,1.118270042248699,0.4828921993901108,-0.23119901553306169,-0.5769012422467917,5,26,2,2,3,97,1
2025-08-23,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,At Port,-0.6442104063412449,Muara Jawa,2025-06-03,45.6,-0.31434442219589914,0.09999348354695523,-0.484496242427788,-0.714883548457204,8,5,,-0.4826724886919923,-0.6442104063412449,-0.4406700098967054,4.325277932928738,-1.250035794565866,5,26,2,0,2,16,4
2025-08-24,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,-0.6636246725535976,-0.484496242427788,-0.714883548457204,8,6,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,2,16,4
2025-08-25,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,-0.5567080583474561,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,1.6272297957480613,-0.484496242427788,-0.5757773402082459,8,0,Low,-0.351587038299614,-0.5567080583474561,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,1,16,2
2025-08-26,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,-0.4897610747601531,Muara Jawa,2025-09-02,0.0,-0.3529948633464609,-0.29338556656545073,1.8308752264334462,-0.4714476840215272,8,1,Low,-0.26406575929880094,-0.4897610747601531,1.6035950477690728,-0.23119901553306169,-0.5769012422467917,5,26,2,2,2,107,2
2025-08-27,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,1.1547015011154789,Samarinda,2025-08-30,0.0,-0.3529948633464609,-1.4793077029337338,1.0707862406108395,2.120986196981786,8,2,High,1.910705415872921,1.1547015011154789,2.0321173305161633,-0.23119901553306169,-0.5769012422467917,5,26,2,2,3,104,1
2025-08-28,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,-0.3136534079995445,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,1.1470759551696834,-0.484496242427788,-0.19323526752361067,8,3,Low,-0.030675681963298996,-0.3136534079995445,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,1,16,2
2025-08-29,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Scheduled,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,-0.22396573419267343,-0.484496242427788,-0.714883548457204,8,4,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,5,26,2,5,2,16,4
2025-08-30,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,At Port,-0.6442104063412449,Banjarmasin,2025-06-03,15.8,3.2324523412190747,0.8578266536164436,-0.484496242427788,-0.714883548457204,8,5,,-1.8032231527916118,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,5,26,2,0,1,16,4
2025-08-31,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,-0.3319359841464515,Muara Jawa,2025-09-04,0.0,-0.3529948633464609,0.18676827401292717,3.275502184427618,-0.2216888101199885,8,6,Low,-0.05454512169079347,-0.3319359841464515,2.3725663178096283,-0.23119901553306169,-0.5769012422467917,5,26,2,2,2,109,2
2025-09-01,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,At Port,-0.6442104063412449,Tarakan,2025-06-03,27.1,2.1110183590673075,0.05371359529843702,-0.484496242427788,-0.714883548457204,9,0,,-1.3856885465942927,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,5,26,2,0,4,16,4
2025-09-02,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Scheduled,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,-0.9413040020447081,-0.484496242427788,-0.714883548457204,9,1,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,5,26,2,5,3,16,4
2025-09-03,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,0.8673943264192953,Balikpapan,2025-09-10,0.0,-0.3529948633464609,-0.9817989042621614,2.5276234634375023,1.6688910201726714,9,2,High,1.531446540202731,0.8673943264192953,3.1441187951295153,-0.23119901553306169,-0.5769012422467917,5,26,2,2,0,115,1
2025-09-04,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Tarakan,2025-06-03,0.0,-0.3529948633464609,1.4363252567229232,-0.484496242427788,-0.714883548457204,9,3,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,4,16,4
2025-09-05,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,0.6889470246855907,Samarinda,2025-09-11,0.0,-0.3529948633464609,0.09999348354695523,1.7133514274207138,1.3875170989418237,9,4,Medium,1.2954043028975075,0.6889470246855907,1.250391364945007,-0.23119901553306169,-0.5769012422467917,5,26,2,2,3,116,3
2025-09-06,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.8478416627155647,Samarinda,2025-06-03,0.0,-0.3529948633464609,1.3553354522880157,-0.484496242427788,1.6372759728433626,9,5,Medium,1.5049249405055147,0.8478416627155647,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,3,16,3
2025-09-07,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Maintenance,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,-0.9239490439515134,-0.484496242427788,-0.714883548457204,9,6,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.9231703468849402,5,26,2,4,1,16,4
2025-09-08,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,1.4305402706918586,-0.484496242427788,-0.714883548457204,9,0,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,2,16,4
2025-09-09,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.010920809482381924,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,0.036358637205242385,-0.484496242427788,0.3189284992111902,9,1,Low,0.39897423313160246,0.010920809482381924,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,1,16,2
2025-09-10,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,1.3136964092157286,Samarinda,2025-06-03,0.0,-0.3529948633464609,0.19833824607505693,-0.484496242427788,2.3707450708833235,9,2,Full,2.1202260534809287,1.3136964092157286,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,3,16,0
2025-09-11,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Scheduled,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,1.6503697398723207,-0.484496242427788,-0.714883548457204,9,3,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,5,26,2,5,3,16,4
2025-09-12,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,At Port,-0.6442104063412449,Tarakan,2025-06-03,20.4,3.6394243508709256,-0.5479249519323017,-0.484496242427788,-0.714883548457204,9,4,,-1.9547478082664453,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,5,26,2,0,4,16,4
2025-09-13,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Maintenance,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,1.5404550052820893,-0.484496242427788,-0.714883548457204,9,5,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.9231703468849402,5,26,2,4,3,16,4
2025-09-14,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,-0.16989955058117714,Samarinda,2025-09-17,0.0,-0.3529948633464609,1.7197895722450984,1.2119674277365244,0.034393073247411865,9,6,Low,0.16027983585665712,-0.16989955058117714,0.412849583818308,-0.23119901553306169,-0.5769012422467917,5,26,2,2,3,122,2
2025-09-15,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Maintenance,-0.6442104063412449,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-0.24710567831693253,-0.484496242427788,-0.714883548457204,9,0,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.9231703468849402,5,26,2,4,0,16,4
2025-09-16,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.20527762903313904,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,0.418167715255519,-0.484496242427788,0.6255944583054843,9,1,Low,0.6562337501945986,0.20527762903313904,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,1,16,2
2025-09-17,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.9659263821433935,Tarakan,2025-06-03,0.0,-0.3529948633464609,0.15205835782653832,-0.484496242427788,1.8238047520862837,9,2,High,1.6614023787190901,0.9659263821433935,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,4,16,1
2025-09-18,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,0.5503069408512758,Banjarmasin,2025-09-26,0.0,-0.3529948633464609,-0.29338556656545073,1.9545041578624245,1.169373272369594,9,3,Medium,1.1124052649867155,0.5503069408512758,1.7127482907953935,-0.23119901553306169,-0.5769012422467917,5,26,2,2,1,131,3
2025-09-19,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Scheduled,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,-1.4561677588094748,-0.484496242427788,-0.714883548457204,9,4,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,5,26,2,5,1,16,4
2025-09-20,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.874212691198032,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-1.566082493399706,-0.484496242427788,1.678375534371464,9,5,High,1.5394030201118956,0.874212691198032,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,0,16,1
2025-09-21,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,-1.4793077029337338,-0.484496242427788,-0.714883548457204,9,6,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,1,16,4
2025-09-22,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,1.052760263002012,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,1.5462399913131546,-0.484496242427788,1.959749455602311,9,0,High,1.7754452574171187,1.052760263002012,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,2,16,1
2025-09-23,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.030139239618527297,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,1.4710351729093116,-0.484496242427788,0.347382041807568,9,1,Low,0.42284367285909663,0.030139239618527297,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,1,16,2
2025-09-24,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,0.658130689754241,Samarinda,2025-09-25,0.0,-0.3529948633464609,-1.7107071441763257,3.085479937971966,1.3369330232149301,9,2,Medium,1.2529697433819613,0.658130689754241,6.28644760196759,-0.23119901553306169,-0.5769012422467917,5,26,2,2,3,130,3
2025-09-25,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,1.5404550052820893,-0.484496242427788,-0.714883548457204,9,3,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,1,16,4
2025-09-26,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Scheduled,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,-0.6809796306467922,-0.484496242427788,-0.714883548457204,9,4,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,5,26,2,5,3,16,4
2025-09-27,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Tarakan,2025-06-03,0.0,-0.3529948633464609,-0.48429010559058927,-0.484496242427788,-0.714883548457204,9,5,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,4,16,4
2025-09-28,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,-0.44778133867145997,Banjarmasin,2025-10-06,0.0,-0.3529948633464609,1.3958303545054696,1.043313144737733,-0.4050560846299789,9,6,Low,-0.20837039993464684,-0.44778133867145997,0.3851618836020378,-0.23119901553306169,-0.5769012422467917,5,26,2,2,1,141,2
2025-09-29,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,0.059484946852502316,Tarakan,2025-09-30,0.0,-0.3529948633464609,-0.976013918231097,-0.054084407082456376,0.394804612801531,9,0,Low,0.46262607240492104,0.059484946852502316,0.07007900568504263,-0.23119901553306169,-0.5769012422467917,5,26,2,2,4,135,2
2025-09-30,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.19454873151365615,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,-1.4330278146852158,-0.484496242427788,0.6066254299078991,9,1,Low,0.6403207903762689,0.19454873151365615,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,2,16,2
2025-10-01,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,0.4297376873176488,-0.484496242427788,-0.714883548457204,10,2,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,2,16,4
2025-10-02,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.30200482349227764,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,0.5570073800010741,-0.484496242427788,0.7773466854861661,10,3,Low,0.7835374287412358,0.30200482349227764,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,1,16,2
2025-10-03,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,At Port,-0.6442104063412449,Muara Jawa,2025-06-03,27.9,1.6151312951429821,-0.061986125322858895,-0.484496242427788,-0.714883548457204,10,4,,-1.2010588552800454,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,5,26,2,0,2,16,4
2025-10-04,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Maintenance,-0.6442104063412449,Tarakan,2025-06-03,0.0,-0.3529948633464609,-1.1842734153494294,-0.484496242427788,-0.714883548457204,10,5,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.9231703468849402,5,26,2,4,4,16,4
2025-10-05,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,1.1376221658118784,Muara Jawa,2025-10-12,0.0,-0.3529948633464609,-1.2131983455047535,0.4976669350357613,2.0956941591183385,10,6,High,1.8894881361151485,1.1376221658118784,0.883043978334369,-0.23119901553306169,-0.5769012422467917,5,26,2,2,2,147,1
2025-10-06,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,-0.49985492850122426,Banjarmasin,2025-10-11,0.0,-0.3529948633464609,1.123936011045424,-0.3746038589353629,-0.4872552076861815,10,0,Low,-0.2773265591474089,-0.49985492850122426,-0.3773150901168707,-0.23119901553306169,-0.5769012422467917,5,26,2,2,1,146,2
2025-10-07,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,0.7943642919019428,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,-0.8892391277651249,-0.484496242427788,1.5519153450542291,10,1,Medium,1.4333166213230315,0.7943642919019428,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,2,16,3
2025-10-08,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,At Port,-0.6442104063412449,Tarakan,2025-06-03,43.9,2.508851348151538,-0.7156895468331811,-0.484496242427788,-0.714883548457204,10,2,,-1.533810543139165,-0.6442104063412449,-0.4406700098967054,4.325277932928738,-1.250035794565866,5,26,2,0,4,16,4
2025-10-09,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Loading,-0.16872973309462916,Tarakan,2025-06-03,0.0,-0.3529948633464609,0.585932310156398,-0.484496242427788,0.034393073247411865,10,3,Low,0.16027983585665712,-0.16872973309462916,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,5,26,2,3,4,16,2
2025-10-10,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Scheduled,-0.6442104063412449,Balikpapan,2025-06-03,0.0,-0.3529948633464609,0.14627337179547384,-0.484496242427788,-0.714883548457204,10,4,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,5,26,2,5,0,16,4
2025-10-11,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,-1.2016283734426239,-0.484496242427788,-0.714883548457204,10,5,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,2,16,4
2025-10-12,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Scheduled,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,-1.4619527448405396,-0.484496242427788,-0.714883548457204,10,6,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,5,26,2,5,2,16,4
2025-10-13,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Available,-0.6442104063412449,Tarakan,2025-06-03,0.0,-0.3529948633464609,-1.4619527448405396,-0.484496242427788,-0.714883548457204,10,0,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,5,26,2,1,4,16,4
2025-10-14,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,At Port,-0.6442104063412449,Banjarmasin,2025-06-03,30.2,0.09205639867047562,1.6445847538412555,-0.484496242427788,-0.714883548457204,10,1,,-0.6339844779837034,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,5,26,2,0,1,16,4
2025-10-15,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,Scheduled,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,0.26197309241676975,-0.484496242427788,-0.714883548457204,10,2,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,5,26,2,5,3,16,4
2025-10-16,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,At Port,-0.6442104063412449,Samarinda,2025-06-03,47.5,-0.3256729997745121,0.40659774319338965,-0.484496242427788,-0.714883548457204,10,3,,-0.4784546093933948,-0.6442104063412449,-0.4406700098967054,4.325277932928738,-1.250035794565866,5,26,2,0,3,16,4
2025-10-17,VSL-006,MV Coal Carrier 6,Handymax,-0.7596769136522759,In Transit,1.0029260380750682,Banjarmasin,2025-10-25,0.0,-0.3529948633464609,0.21569320416825113,-0.29905284528432063,1.8807118372790392,10,4,High,1.7091412581740784,1.0029260380750682,-0.30318464094825265,-0.23119901553306169,-0.5769012422467917,5,26,2,2,1,160,1
