date,road_id,road_type,length_km,condition_status,average_speed_kmh,dust_level,gradient_pct,width_m,traffic_volume_trucks,maintenance_work,maintenance_priority,quality_score,safety_score,traffic_density,days_since_maintenance,maintenance_urgency,road_capacity,capacity_utilization,road_id_encoded,road_type_encoded,condition_status_encoded,dust_level_encoded,maintenance_work_encoded,high_priority
2025-08-09,RD-009,Ramp Road,3.94,Critical,13,Medium,-9.9,23.9,177,No,5,20,38.25678714859438,44.923857868020306,9.0,25.0,2.4483159999999997,150.0,8,2,0,2,0,1
2025-08-10,RD-009,Ramp Road,3.94,Critical,16,Low,-9.9,23.9,80,No,5,20,38.25678714859438,20.304568527918782,10.0,26.666666666666664,3.0133119999999995,150.0,8,2,0,1,0,1
2025-08-11,RD-009,Ramp Road,3.94,Critical,15,Medium,-9.9,23.9,275,No,5,20,38.25678714859438,69.79695431472081,11.0,28.333333333333332,2.82498,150.0,8,2,0,2,0,1
2025-08-12,RD-009,Ramp Road,3.94,Critical,19,Medium,-9.9,23.9,117,No,5,20,38.25678714859438,29.695431472081218,12.0,30.0,3.5783079999999994,150.0,8,2,0,2,0,1
2025-08-13,RD-009,Ramp Road,3.94,Critical,29,Low,-9.9,23.9,289,No,5,20,38.25678714859438,73.3502538071066,13.0,31.666666666666668,5.461627999999999,150.0,8,2,0,1,0,1
2025-08-14,RD-009,Ramp Road,3.94,Critical,26,Low,-9.9,23.9,94,No,5,20,38.25678714859438,23.85786802030457,14.0,33.33333333333333,4.896631999999999,150.0,8,2,0,1,0,1
2025-08-15,RD-009,Ramp Road,3.94,Critical,10,Medium,-9.9,23.9,90,No,5,20,38.25678714859438,22.84263959390863,15.0,35.0,1.8833199999999999,150.0,8,2,0,2,0,1
2025-08-16,RD-009,Ramp Road,3.94,Critical,27,Low,-9.9,23.9,132,No,5,20,38.25678714859438,33.50253807106599,16.0,36.66666666666667,5.084963999999999,150.0,8,2,0,1,0,1
2025-08-17,RD-009,Ramp Road,3.94,Critical,14,High,-9.9,23.9,217,No,5,20,38.25678714859438,55.076142131979694,17.0,38.33333333333333,2.6366479999999997,150.0,8,2,0,0,0,1
2025-08-18,RD-009,Ramp Road,3.94,Critical,24,Medium,-9.9,23.9,174,No,5,20,38.25678714859438,44.162436548223354,18.0,40.0,4.519968,150.0,8,2,0,2,0,1
2025-08-19,RD-009,Ramp Road,3.94,Critical,15,Low,-9.9,23.9,184,No,5,20,38.25678714859438,46.7005076142132,19.0,41.666666666666664,2.82498,150.0,8,2,0,1,0,1
2025-08-20,RD-009,Ramp Road,3.94,Critical,15,Medium,-9.9,23.9,193,No,5,20,38.25678714859438,48.984771573604064,20.0,43.33333333333333,2.82498,150.0,8,2,0,2,0,1
2025-08-21,RD-009,Ramp Road,3.94,Critical,22,Low,-9.9,23.9,61,No,5,20,38.25678714859438,15.48223350253807,21.0,45.0,4.143304,150.0,8,2,0,1,0,1
2025-08-22,RD-009,Ramp Road,3.94,Critical,27,Low,-9.9,23.9,282,No,5,20,38.25678714859438,71.57360406091371,22.0,46.666666666666664,5.084963999999999,150.0,8,2,0,1,0,1
2025-08-23,RD-009,Ramp Road,3.94,Critical,22,Low,-9.9,23.9,105,No,5,20,38.25678714859438,26.649746192893403,23.0,48.333333333333336,4.143304,150.0,8,2,0,1,0,1
2025-08-24,RD-009,Ramp Road,3.94,Critical,16,Medium,-9.9,23.9,291,No,5,20,38.25678714859438,73.85786802030456,24.0,50.0,3.0133119999999995,150.0,8,2,0,2,0,1
2025-08-25,RD-009,Ramp Road,3.94,Critical,22,Low,-9.9,23.9,147,No,5,20,38.25678714859438,37.30964467005076,25.0,51.66666666666667,4.143304,150.0,8,2,0,1,0,1
2025-08-26,RD-009,Ramp Road,3.94,Critical,26,High,-9.9,23.9,167,No,5,20,38.25678714859438,42.38578680203046,26.0,53.333333333333336,4.896631999999999,150.0,8,2,0,0,0,1
2025-08-27,RD-009,Ramp Road,3.94,Critical,27,Low,-9.9,23.9,172,No,5,20,38.25678714859438,43.65482233502538,27.0,55.0,5.084963999999999,150.0,8,2,0,1,0,1
2025-08-28,RD-009,Ramp Road,3.94,Critical,26,Low,-9.9,23.9,254,No,5,20,38.25678714859438,64.46700507614213,28.0,56.666666666666664,4.896631999999999,150.0,8,2,0,1,0,1
2025-08-29,RD-009,Ramp Road,3.94,Critical,14,Low,-9.9,23.9,130,No,5,20,38.25678714859438,32.994923857868024,29.0,58.333333333333336,2.6366479999999997,150.0,8,2,0,1,0,1
2025-08-30,RD-009,Ramp Road,3.94,Critical,11,Medium,-9.9,23.9,193,No,5,20,38.25678714859438,48.984771573604064,30.0,60.0,2.071652,150.0,8,2,0,2,0,1
2025-08-31,RD-009,Ramp Road,3.94,Critical,24,Medium,-9.9,23.9,249,No,5,20,38.25678714859438,63.19796954314721,31.0,61.66666666666667,4.519968,150.0,8,2,0,2,0,1
2025-09-01,RD-009,Ramp Road,3.94,Critical,10,Low,-9.9,23.9,54,No,5,20,38.25678714859438,13.705583756345177,32.0,63.333333333333336,1.8833199999999999,150.0,8,2,0,1,0,1
2025-09-02,RD-009,Ramp Road,3.94,Critical,16,High,-9.9,23.9,64,No,5,20,38.25678714859438,16.243654822335024,33.0,65.0,3.0133119999999995,150.0,8,2,0,0,0,1
2025-09-03,RD-009,Ramp Road,3.94,Critical,20,High,-9.9,23.9,290,No,5,20,38.25678714859438,73.60406091370558,34.0,66.66666666666666,3.7666399999999998,150.0,8,2,0,0,0,1
2025-09-04,RD-009,Ramp Road,3.94,Critical,28,High,-9.9,23.9,85,No,5,20,38.25678714859438,21.573604060913706,35.0,68.33333333333334,5.273295999999999,150.0,8,2,0,0,0,1
2025-09-05,RD-009,Ramp Road,3.94,Critical,22,Medium,-9.9,23.9,257,No,5,20,38.25678714859438,65.22842639593908,36.0,70.0,4.143304,150.0,8,2,0,2,0,1
2025-09-06,RD-009,Ramp Road,3.94,Critical,14,Medium,-9.9,23.9,140,No,5,20,38.25678714859438,35.53299492385787,37.0,71.66666666666667,2.6366479999999997,150.0,8,2,0,2,0,1
2025-09-07,RD-009,Ramp Road,3.94,Critical,28,High,-9.9,23.9,103,No,5,20,38.25678714859438,26.14213197969543,38.0,73.33333333333333,5.273295999999999,150.0,8,2,0,0,0,1
2025-09-08,RD-009,Ramp Road,3.94,Critical,22,Medium,-9.9,23.9,296,No,5,20,38.25678714859438,75.1269035532995,39.0,75.0,4.143304,150.0,8,2,0,2,0,1
2025-09-09,RD-009,Ramp Road,3.94,Critical,14,High,-9.9,23.9,76,No,5,20,38.25678714859438,19.289340101522843,40.0,76.66666666666666,2.6366479999999997,150.0,8,2,0,0,0,1
2025-09-10,RD-009,Ramp Road,3.94,Critical,28,Medium,-9.9,23.9,173,No,5,20,38.25678714859438,43.90862944162436,41.0,78.33333333333333,5.273295999999999,150.0,8,2,0,2,0,1
2025-09-11,RD-009,Ramp Road,3.94,Good,43,Medium,-9.9,23.9,89,No,2,80,68.25678714859438,22.588832487309645,42.0,100.0,32.393103999999994,150.0,8,2,3,2,0,0
2025-09-12,RD-009,Ramp Road,3.94,Good,57,Medium,-9.9,23.9,117,No,2,80,68.25678714859438,29.695431472081218,43.0,100.0,42.939696,150.0,8,2,3,2,0,0
2025-09-13,RD-009,Ramp Road,3.94,Good,45,Medium,-9.9,23.9,294,No,2,80,68.25678714859438,74.61928934010152,44.0,100.0,33.89976000000001,150.0,8,2,3,2,0,0
2025-09-14,RD-009,Ramp Road,3.94,Good,28,Low,-9.9,23.9,105,No,2,80,68.25678714859438,26.649746192893403,45.0,100.0,21.093183999999997,150.0,8,2,3,1,0,0
2025-09-15,RD-009,Ramp Road,3.94,Good,55,Medium,-9.9,23.9,74,Yes,2,80,68.25678714859438,18.781725888324875,0.0,40.0,41.43303999999999,150.0,8,2,3,2,1,0
2025-09-16,RD-009,Ramp Road,3.94,Good,50,Low,-9.9,23.9,125,No,2,80,68.25678714859438,31.725888324873097,1.0,41.666666666666664,37.666399999999996,150.0,8,2,3,1,0,0
2025-09-17,RD-009,Ramp Road,3.94,Good,47,Medium,-9.9,23.9,110,No,2,80,68.25678714859438,27.918781725888326,2.0,43.333333333333336,35.40641599999999,150.0,8,2,3,2,0,0
2025-09-18,RD-009,Ramp Road,3.94,Good,32,High,-9.9,23.9,225,No,2,80,68.25678714859438,57.10659898477157,3.0,45.0,24.106495999999996,150.0,8,2,3,0,0,0
2025-09-19,RD-009,Ramp Road,3.94,Good,21,Low,-9.9,23.9,227,No,2,80,68.25678714859438,57.61421319796954,4.0,46.666666666666664,15.819887999999997,150.0,8,2,3,1,0,0
2025-09-20,RD-009,Ramp Road,3.94,Good,37,Medium,-9.9,23.9,231,No,2,80,68.25678714859438,58.629441624365484,5.0,48.33333333333333,27.873136,150.0,8,2,3,2,0,0
2025-09-21,RD-009,Ramp Road,3.94,Good,49,High,-9.9,23.9,251,No,2,80,68.25678714859438,63.70558375634518,6.0,50.0,36.913072,150.0,8,2,3,0,0,0
2025-09-22,RD-009,Ramp Road,3.94,Good,27,Medium,-9.9,23.9,115,No,2,80,68.25678714859438,29.18781725888325,7.0,51.666666666666664,20.339855999999997,150.0,8,2,3,2,0,0
2025-09-23,RD-009,Ramp Road,3.94,Good,54,High,-9.9,23.9,223,No,2,80,68.25678714859438,56.598984771573605,8.0,53.333333333333336,40.679711999999995,150.0,8,2,3,0,0,0
2025-09-24,RD-009,Ramp Road,3.94,Good,35,Low,-9.9,23.9,172,No,2,80,68.25678714859438,43.65482233502538,9.0,55.0,26.366480000000003,150.0,8,2,3,1,0,0
2025-09-25,RD-009,Ramp Road,3.94,Good,17,High,-9.9,23.9,101,No,2,80,68.25678714859438,25.634517766497463,10.0,56.666666666666664,12.806575999999998,150.0,8,2,3,0,0,0
2025-09-26,RD-009,Ramp Road,3.94,Good,58,High,-9.9,23.9,274,Yes,2,80,68.25678714859438,69.54314720812182,0.0,40.0,43.693023999999994,150.0,8,2,3,0,1,0
2025-09-27,RD-009,Ramp Road,3.94,Good,27,High,-9.9,23.9,125,No,2,80,68.25678714859438,31.725888324873097,1.0,41.666666666666664,20.339855999999997,150.0,8,2,3,0,0,0
2025-09-28,RD-009,Ramp Road,3.94,Good,32,High,-9.9,23.9,148,No,2,80,68.25678714859438,37.56345177664975,2.0,43.333333333333336,24.106495999999996,150.0,8,2,3,0,0,0
2025-09-29,RD-009,Ramp Road,3.94,Good,32,Low,-9.9,23.9,266,No,2,80,68.25678714859438,67.51269035532995,3.0,45.0,24.106495999999996,150.0,8,2,3,1,0,0
2025-09-30,RD-009,Ramp Road,3.94,Good,47,High,-9.9,23.9,238,No,2,80,68.25678714859438,60.40609137055838,4.0,46.666666666666664,35.40641599999999,150.0,8,2,3,0,0,0
2025-10-01,RD-009,Ramp Road,3.94,Good,48,High,-9.9,23.9,120,No,2,80,68.25678714859438,30.456852791878173,5.0,48.33333333333333,36.159744,150.0,8,2,3,0,0,0
2025-10-02,RD-009,Ramp Road,3.94,Good,49,High,-9.9,23.9,110,No,2,80,68.25678714859438,27.918781725888326,6.0,50.0,36.913072,150.0,8,2,3,0,0,0
2025-10-03,RD-009,Ramp Road,3.94,Good,34,Medium,-9.9,23.9,272,No,2,80,68.25678714859438,69.03553299492386,7.0,51.666666666666664,25.613151999999996,150.0,8,2,3,2,0,0
2025-10-04,RD-009,Ramp Road,3.94,Good,15,High,-9.9,23.9,278,No,2,80,68.25678714859438,70.55837563451777,8.0,53.333333333333336,11.29992,150.0,8,2,3,0,0,0
2025-10-05,RD-009,Ramp Road,3.94,Good,55,Medium,-9.9,23.9,84,No,2,80,68.25678714859438,21.31979695431472,9.0,55.0,41.43303999999999,150.0,8,2,3,2,0,0
2025-10-06,RD-009,Ramp Road,3.94,Good,27,High,-9.9,23.9,231,No,2,80,68.25678714859438,58.629441624365484,10.0,56.666666666666664,20.339855999999997,150.0,8,2,3,0,0,0
2025-10-07,RD-009,Ramp Road,3.94,Fair,44,Medium,-9.9,23.9,282,No,3,60,58.256787148594384,71.57360406091371,11.0,48.33333333333333,24.859823999999993,150.0,8,2,2,2,0,0
2025-10-08,RD-009,Ramp Road,3.94,Fair,51,Medium,-9.9,23.9,283,No,3,60,58.256787148594384,71.8274111675127,12.0,50.0,28.814795999999998,150.0,8,2,2,2,0,0
2025-10-09,RD-009,Ramp Road,3.94,Fair,57,High,-9.9,23.9,171,No,3,60,58.256787148594384,43.401015228426395,13.0,51.66666666666667,32.204772,150.0,8,2,2,0,0,0
2025-10-10,RD-009,Ramp Road,3.94,Good,20,Medium,-9.9,23.9,163,No,2,80,68.25678714859438,41.370558375634516,14.0,63.33333333333333,15.066559999999999,150.0,8,2,3,2,0,0
2025-10-11,RD-009,Ramp Road,3.94,Fair,22,High,-9.9,23.9,184,No,3,60,58.256787148594384,46.7005076142132,15.0,55.0,12.429911999999996,150.0,8,2,2,0,0,0
2025-10-12,RD-009,Ramp Road,3.94,Fair,43,Medium,-9.9,23.9,161,No,3,60,58.256787148594384,40.86294416243655,16.0,56.66666666666667,24.294828,150.0,8,2,2,2,0,0
2025-10-13,RD-009,Ramp Road,3.94,Poor,15,Medium,-9.9,23.9,188,No,4,40,48.25678714859438,47.71573604060914,17.0,48.33333333333333,5.64996,150.0,8,2,4,2,0,1
2025-10-14,RD-009,Ramp Road,3.94,Poor,22,Medium,-9.9,23.9,212,No,4,40,48.25678714859438,53.807106598984774,18.0,50.0,8.286608,150.0,8,2,4,2,0,1
2025-10-15,RD-009,Ramp Road,3.94,Poor,25,Medium,-9.9,23.9,161,No,4,40,48.25678714859438,40.86294416243655,19.0,51.666666666666664,9.416599999999999,150.0,8,2,4,2,0,1
2025-10-16,RD-009,Ramp Road,3.94,Poor,22,Medium,-9.9,23.9,84,No,4,40,48.25678714859438,21.31979695431472,20.0,53.33333333333333,8.286608,150.0,8,2,4,2,0,1
2025-10-17,RD-009,Ramp Road,3.94,Poor,24,Low,-9.9,23.9,101,No,4,40,48.25678714859438,25.634517766497463,21.0,55.0,9.039936,150.0,8,2,4,1,0,1
2025-10-18,RD-009,Ramp Road,3.94,Poor,22,High,-9.9,23.9,221,Yes,4,40,48.25678714859438,56.09137055837564,0.0,20.0,8.286608,150.0,8,2,4,0,1,1
2025-10-19,RD-009,Ramp Road,3.94,Poor,24,High,-9.9,23.9,233,No,4,40,48.25678714859438,59.13705583756345,1.0,21.666666666666668,9.039936,150.0,8,2,4,0,0,1
2025-10-20,RD-009,Ramp Road,3.94,Critical,10,Low,-9.9,23.9,145,No,5,20,38.25678714859438,36.80203045685279,2.0,13.333333333333334,1.8833199999999999,150.0,8,2,0,1,0,1
2025-10-21,RD-009,Ramp Road,3.94,Critical,29,Medium,-9.9,23.9,274,No,5,20,38.25678714859438,69.54314720812182,3.0,15.0,5.461627999999999,150.0,8,2,0,2,0,1
2025-10-22,RD-009,Ramp Road,3.94,Critical,28,Low,-9.9,23.9,85,No,5,20,38.25678714859438,21.573604060913706,4.0,16.666666666666668,5.273295999999999,150.0,8,2,0,1,0,1
2025-10-23,RD-009,Ramp Road,3.94,Critical,17,Low,-9.9,23.9,261,No,5,20,38.25678714859438,66.24365482233503,5.0,18.333333333333332,3.2016439999999995,150.0,8,2,0,1,0,1
2025-10-24,RD-009,Ramp Road,3.94,Critical,24,Medium,-9.9,23.9,210,No,5,20,38.25678714859438,53.299492385786806,6.0,20.0,4.519968,150.0,8,2,0,2,0,1
2025-10-25,RD-009,Ramp Road,3.94,Critical,15,High,-9.9,23.9,257,Yes,5,20,38.25678714859438,65.22842639593908,0.0,10.0,2.82498,150.0,8,2,0,0,1,1
2025-10-26,RD-009,Ramp Road,3.94,Critical,18,Low,-9.9,23.9,194,No,5,20,38.25678714859438,49.23857868020305,1.0,11.666666666666666,3.389975999999999,150.0,8,2,0,1,0,1
2025-10-27,RD-009,Ramp Road,3.94,Critical,23,Medium,-9.9,23.9,104,No,5,20,38.25678714859438,26.395939086294415,2.0,13.333333333333334,4.331636,150.0,8,2,0,2,0,1
2025-10-28,RD-009,Ramp Road,3.94,Critical,24,High,-9.9,23.9,297,No,5,20,38.25678714859438,75.38071065989848,3.0,15.0,4.519968,150.0,8,2,0,0,0,1
2025-10-29,RD-009,Ramp Road,3.94,Critical,16,Medium,-9.9,23.9,220,Yes,5,20,38.25678714859438,55.83756345177665,0.0,10.0,3.0133119999999995,150.0,8,2,0,2,1,1
2025-10-30,RD-009,Ramp Road,3.94,Critical,29,High,-9.9,23.9,117,No,5,20,38.25678714859438,29.695431472081218,1.0,11.666666666666666,5.461627999999999,150.0,8,2,0,0,0,1
2025-10-31,RD-009,Ramp Road,3.94,Critical,28,Medium,-9.9,23.9,86,No,5,20,38.25678714859438,21.82741116751269,2.0,13.333333333333334,5.273295999999999,150.0,8,2,0,2,0,1
2025-11-01,RD-009,Ramp Road,3.94,Critical,20,High,-9.9,23.9,174,No,5,20,38.25678714859438,44.162436548223354,3.0,15.0,3.7666399999999998,150.0,8,2,0,0,0,1
2025-11-02,RD-009,Ramp Road,3.94,Critical,22,High,-9.9,23.9,231,No,5,20,38.25678714859438,58.629441624365484,4.0,16.666666666666668,4.143304,150.0,8,2,0,0,0,1
2025-11-03,RD-009,Ramp Road,3.94,Critical,17,Medium,-9.9,23.9,62,No,5,20,38.25678714859438,15.736040609137056,5.0,18.333333333333332,3.2016439999999995,150.0,8,2,0,2,0,1
2025-11-04,RD-009,Ramp Road,3.94,Critical,18,Medium,-9.9,23.9,263,No,5,20,38.25678714859438,66.751269035533,6.0,20.0,3.389975999999999,150.0,8,2,0,2,0,1
2025-11-05,RD-009,Ramp Road,3.94,Critical,11,Medium,-9.9,23.9,180,No,5,20,38.25678714859438,45.68527918781726,7.0,21.666666666666664,2.071652,150.0,8,2,0,2,0,1
2025-11-06,RD-009,Ramp Road,3.94,Critical,29,Low,-9.9,23.9,207,No,5,20,38.25678714859438,52.53807106598985,8.0,23.333333333333336,5.461627999999999,150.0,8,2,0,1,0,1
2025-11-07,RD-009,Ramp Road,3.94,Critical,29,Low,-9.9,23.9,51,No,5,20,38.25678714859438,12.944162436548224,9.0,25.0,5.461627999999999,150.0,8,2,0,1,0,1
2025-11-08,RD-009,Ramp Road,3.94,Critical,13,Low,-9.9,23.9,190,No,5,20,38.25678714859438,48.223350253807105,10.0,26.666666666666664,2.4483159999999997,150.0,8,2,0,1,0,1
2025-11-09,RD-009,Ramp Road,3.94,Critical,17,Medium,-9.9,23.9,183,No,5,20,38.25678714859438,46.44670050761422,11.0,28.333333333333332,3.2016439999999995,150.0,8,2,0,2,0,1
2025-11-10,RD-009,Ramp Road,3.94,Critical,19,High,-9.9,23.9,180,No,5,20,38.25678714859438,45.68527918781726,12.0,30.0,3.5783079999999994,150.0,8,2,0,0,0,1
2025-11-11,RD-009,Ramp Road,3.94,Critical,28,Medium,-9.9,23.9,211,No,5,20,38.25678714859438,53.55329949238579,13.0,31.666666666666668,5.273295999999999,150.0,8,2,0,2,0,1
2025-11-12,RD-009,Ramp Road,3.94,Critical,15,High,-9.9,23.9,157,No,5,20,38.25678714859438,39.84771573604061,14.0,33.33333333333333,2.82498,150.0,8,2,0,0,0,1
2025-05-17,RD-010,Pit Access Road,4.07,Fair,24,High,11.9,23.1,61,No,3,60,56.41421686746988,14.987714987714986,30.0,80.0,13.538448000000002,150.0,9,1,2,0,0,0
2025-05-18,RD-010,Pit Access Road,4.07,Fair,40,High,11.9,23.1,292,No,3,60,56.41421686746988,71.74447174447174,30.0,80.0,22.56408,150.0,9,1,2,0,0,0
2025-05-19,RD-010,Pit Access Road,4.07,Fair,49,Low,11.9,23.1,249,No,3,60,56.41421686746988,61.17936117936117,30.0,80.0,27.640998,150.0,9,1,2,1,0,0
2025-05-20,RD-010,Pit Access Road,4.07,Fair,46,High,11.9,23.1,61,No,3,60,56.41421686746988,14.987714987714986,30.0,80.0,25.948692000000005,150.0,9,1,2,0,0,0
2025-05-21,RD-010,Pit Access Road,4.07,Fair,22,Low,11.9,23.1,266,No,3,60,56.41421686746988,65.35626535626535,30.0,80.0,12.410244000000002,150.0,9,1,2,1,0,0
2025-05-22,RD-010,Pit Access Road,4.07,Fair,18,Medium,11.9,23.1,224,No,3,60,56.41421686746988,55.03685503685503,30.0,80.0,10.153836000000002,150.0,9,1,2,2,0,0
2025-05-23,RD-010,Pit Access Road,4.07,Poor,16,Low,11.9,23.1,65,No,4,40,46.41421686746988,15.970515970515969,30.0,70.0,6.017088,150.0,9,1,4,1,0,1
2025-05-24,RD-010,Pit Access Road,4.07,Poor,11,Low,11.9,23.1,75,No,4,40,46.41421686746988,18.427518427518425,30.0,70.0,4.136748000000001,150.0,9,1,4,1,0,1
2025-05-25,RD-010,Pit Access Road,4.07,Poor,11,High,11.9,23.1,59,No,4,40,46.41421686746988,14.496314496314495,30.0,70.0,4.136748000000001,150.0,9,1,4,0,0,1
2025-05-26,RD-010,Pit Access Road,4.07,Poor,26,Low,11.9,23.1,163,No,4,40,46.41421686746988,40.04914004914005,30.0,70.0,9.777768000000002,150.0,9,1,4,1,0,1
2025-05-27,RD-010,Pit Access Road,4.07,Poor,10,High,11.9,23.1,144,No,4,40,46.41421686746988,35.38083538083538,30.0,70.0,3.76068,150.0,9,1,4,0,0,1
2025-05-28,RD-010,Pit Access Road,4.07,Poor,22,Medium,11.9,23.1,270,No,4,40,46.41421686746988,66.33906633906633,30.0,70.0,8.273496000000002,150.0,9,1,4,2,0,1
2025-05-29,RD-010,Pit Access Road,4.07,Poor,29,Medium,11.9,23.1,174,No,4,40,46.41421686746988,42.75184275184275,30.0,70.0,10.905972000000002,150.0,9,1,4,2,0,1
2025-05-30,RD-010,Pit Access Road,4.07,Poor,21,Medium,11.9,23.1,138,Yes,4,40,46.41421686746988,33.90663390663391,0.0,20.0,7.8974280000000014,150.0,9,1,4,2,1,1
2025-05-31,RD-010,Pit Access Road,4.07,Poor,28,Low,11.9,23.1,299,No,4,40,46.41421686746988,73.46437346437347,1.0,21.666666666666668,10.529904000000002,150.0,9,1,4,1,0,1
2025-06-01,RD-010,Pit Access Road,4.07,Poor,25,Medium,11.9,23.1,220,Yes,4,40,46.41421686746988,54.05405405405405,0.0,20.0,9.4017,150.0,9,1,4,2,1,1
2025-06-02,RD-010,Pit Access Road,4.07,Poor,11,High,11.9,23.1,122,No,4,40,46.41421686746988,29.97542997542997,1.0,21.666666666666668,4.136748000000001,150.0,9,1,4,0,0,1
2025-06-03,RD-010,Pit Access Road,4.07,Poor,27,High,11.9,23.1,166,No,4,40,46.41421686746988,40.78624078624078,2.0,23.333333333333332,10.153836000000002,150.0,9,1,4,0,0,1
2025-06-04,RD-010,Pit Access Road,4.07,Critical,22,High,11.9,23.1,267,No,5,20,36.41421686746988,65.6019656019656,3.0,15.0,4.136748000000001,150.0,9,1,0,0,0,1
2025-06-05,RD-010,Pit Access Road,4.07,Critical,21,Medium,11.9,23.1,279,No,5,20,36.41421686746988,68.55036855036855,4.0,16.666666666666668,3.9487140000000007,150.0,9,1,0,2,0,1
2025-06-06,RD-010,Pit Access Road,4.07,Critical,14,High,11.9,23.1,117,No,5,20,36.41421686746988,28.746928746928745,5.0,18.333333333333332,2.6324760000000005,150.0,9,1,0,0,0,1
2025-06-07,RD-010,Pit Access Road,4.07,Critical,25,Medium,11.9,23.1,174,No,5,20,36.41421686746988,42.75184275184275,6.0,20.0,4.70085,150.0,9,1,0,2,0,1
2025-06-08,RD-010,Pit Access Road,4.07,Critical,26,Low,11.9,23.1,171,No,5,20,36.41421686746988,42.01474201474201,7.0,21.666666666666664,4.888884000000001,150.0,9,1,0,1,0,1
2025-06-09,RD-010,Pit Access Road,4.07,Critical,24,Low,11.9,23.1,236,No,5,20,36.41421686746988,57.98525798525798,8.0,23.333333333333336,4.512816000000001,150.0,9,1,0,1,0,1
2025-06-10,RD-010,Pit Access Road,4.07,Critical,25,High,11.9,23.1,229,No,5,20,36.41421686746988,56.26535626535626,9.0,25.0,4.70085,150.0,9,1,0,0,0,1
2025-06-11,RD-010,Pit Access Road,4.07,Critical,23,High,11.9,23.1,230,No,5,20,36.41421686746988,56.51105651105651,10.0,26.666666666666664,4.324782000000002,150.0,9,1,0,0,0,1
2025-06-12,RD-010,Pit Access Road,4.07,Critical,26,High,11.9,23.1,271,No,5,20,36.41421686746988,66.58476658476658,11.0,28.333333333333332,4.888884000000001,150.0,9,1,0,0,0,1
2025-06-13,RD-010,Pit Access Road,4.07,Critical,12,Low,11.9,23.1,236,No,5,20,36.41421686746988,57.98525798525798,12.0,30.0,2.2564080000000004,150.0,9,1,0,1,0,1
2025-06-14,RD-010,Pit Access Road,4.07,Critical,28,High,11.9,23.1,168,No,5,20,36.41421686746988,41.27764127764127,13.0,31.666666666666668,5.264952000000001,150.0,9,1,0,0,0,1
2025-06-15,RD-010,Pit Access Road,4.07,Critical,28,High,11.9,23.1,134,No,5,20,36.41421686746988,32.92383292383292,14.0,33.33333333333333,5.264952000000001,150.0,9,1,0,0,0,1
2025-06-16,RD-010,Pit Access Road,4.07,Critical,20,High,11.9,23.1,142,No,5,20,36.41421686746988,34.88943488943489,15.0,35.0,3.76068,150.0,9,1,0,0,0,1
2025-06-17,RD-010,Pit Access Road,4.07,Critical,16,Low,11.9,23.1,238,No,5,20,36.41421686746988,58.47665847665847,16.0,36.66666666666667,3.008544,150.0,9,1,0,1,0,1
2025-06-18,RD-010,Pit Access Road,4.07,Critical,26,Medium,11.9,23.1,86,No,5,20,36.41421686746988,21.13022113022113,17.0,38.33333333333333,4.888884000000001,150.0,9,1,0,2,0,1
2025-06-19,RD-010,Pit Access Road,4.07,Critical,17,Low,11.9,23.1,206,No,5,20,36.41421686746988,50.61425061425061,18.0,40.0,3.196578,150.0,9,1,0,1,0,1
2025-06-20,RD-010,Pit Access Road,4.07,Critical,12,Low,11.9,23.1,67,No,5,20,36.41421686746988,16.46191646191646,19.0,41.666666666666664,2.2564080000000004,150.0,9,1,0,1,0,1
2025-06-21,RD-010,Pit Access Road,4.07,Critical,26,Low,11.9,23.1,112,No,5,20,36.41421686746988,27.518427518427515,20.0,43.33333333333333,4.888884000000001,150.0,9,1,0,1,0,1
2025-06-22,RD-010,Pit Access Road,4.07,Critical,16,Low,11.9,23.1,206,No,5,20,36.41421686746988,50.61425061425061,21.0,45.0,3.008544,150.0,9,1,0,1,0,1
2025-06-23,RD-010,Pit Access Road,4.07,Critical,25,High,11.9,23.1,171,No,5,20,36.41421686746988,42.01474201474201,22.0,46.666666666666664,4.70085,150.0,9,1,0,0,0,1
2025-06-24,RD-010,Pit Access Road,4.07,Critical,11,High,11.9,23.1,158,No,5,20,36.41421686746988,38.82063882063882,23.0,48.333333333333336,2.0683740000000004,150.0,9,1,0,0,0,1
2025-06-25,RD-010,Pit Access Road,4.07,Critical,19,High,11.9,23.1,128,No,5,20,36.41421686746988,31.449631449631447,24.0,50.0,3.572646,150.0,9,1,0,0,0,1
2025-06-26,RD-010,Pit Access Road,4.07,Critical,16,Low,11.9,23.1,142,No,5,20,36.41421686746988,34.88943488943489,25.0,51.66666666666667,3.008544,150.0,9,1,0,1,0,1
2025-06-27,RD-010,Pit Access Road,4.07,Critical,14,Medium,11.9,23.1,181,Yes,5,20,36.41421686746988,44.47174447174447,0.0,10.0,2.6324760000000005,150.0,9,1,0,2,1,1
2025-06-28,RD-010,Pit Access Road,4.07,Excellent,38,Medium,11.9,23.1,190,No,1,100,76.41421686746989,46.68304668304668,1.0,51.666666666666664,35.72646,150.0,9,1,1,2,0,0
2025-06-29,RD-010,Pit Access Road,4.07,Excellent,51,Low,11.9,23.1,180,No,1,100,76.41421686746989,44.22604422604422,2.0,53.333333333333336,47.948670000000014,150.0,9,1,1,1,0,0
