date,equipment_id,equipment_type,model,year,status,operating_hours,daily_hours_worked,fuel_consumption_lh,productivity_score,location,maintenance_cost_usd,downtime_hours,operator_id,equipment_age,utilization_rate,fuel_efficiency,maintenance_due_soon,health_score,hours_category,downtime_ratio,cumulative_hours,days_since_maintenance,equipment_id_encoded,equipment_type_encoded,model_encoded,status_encoded,location_encoded,operator_id_encoded,hours_category_encoded,failure
2025-09-26,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19871,0,67.3,0.0,Pit B,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,175,42,17,3,9,3,1,15,0,0
2025-09-27,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19720,0,63.4,0.0,Workshop,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,175,43,17,3,9,3,5,15,0,0
2025-09-28,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19517,0,168.8,0.0,Stockpile,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,175,44,17,3,9,3,4,15,0,0
2025-09-29,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,20024,0,126.6,0.0,Pit A,2928,6,OP-016,9,0.0,0.0,1,39.0,Very High,0.25,175,45,17,3,9,1,0,15,3,1
2025-09-30,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19403,0,231.1,0.0,Pit C,5311,13,OP-016,9,0.0,0.0,1,30.25,High,0.5416666666666666,175,46,17,3,9,1,2,15,0,1
2025-10-01,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19553,0,250.6,0.0,Stockpile,2063,7,OP-016,9,0.0,0.0,1,37.75,High,0.2916666666666667,175,47,17,3,9,1,4,15,0,1
2025-10-02,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,20045,0,82.7,0.0,Pit C,5200,7,OP-016,9,0.0,0.0,1,37.75,Very High,0.2916666666666667,175,48,17,3,9,1,2,15,3,1
2025-10-03,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19773,0,226.7,0.0,Pit C,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,175,49,17,3,9,3,2,15,0,0
2025-10-04,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19489,0,115.5,0.0,Stockpile,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,175,50,17,3,9,3,4,15,0,0
2025-10-05,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19448,0,94.6,0.0,Pit C,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,175,51,17,3,9,3,2,15,0,0
2025-10-06,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19977,0,250.2,0.0,Pit C,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,175,52,17,3,9,3,2,15,0,0
2025-10-07,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19678,0,231.1,0.0,Pit B,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,175,53,17,3,9,3,1,15,0,0
2025-10-08,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,20231,0,151.0,0.0,Pit C,0,7,OP-016,9,0.0,0.0,1,37.75,Very High,0.2916666666666667,175,54,17,3,9,0,2,15,3,1
2025-10-09,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,19759,0,77.6,0.0,ROM,0,22,OP-016,9,0.0,0.0,1,19.0,High,0.9166666666666666,175,55,17,3,9,0,3,15,0,1
2025-10-10,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19997,0,143.0,0.0,Pit C,8110,5,OP-016,9,0.0,0.0,1,40.25,High,0.20833333333333334,175,56,17,3,9,1,2,15,0,1
2025-10-11,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19502,0,194.4,0.0,Pit B,2779,11,OP-016,9,0.0,0.0,1,32.75,High,0.4583333333333333,175,57,17,3,9,1,1,15,0,1
2025-10-12,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19511,0,99.8,0.0,Pit B,7098,16,OP-016,9,0.0,0.0,1,26.5,High,0.6666666666666666,175,58,17,3,9,1,1,15,0,1
2025-10-13,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19992,0,120.6,0.0,Stockpile,1496,3,OP-016,9,0.0,0.0,0,42.75,High,0.125,175,59,17,3,9,1,4,15,0,1
2025-10-14,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,20009,0,213.1,0.0,Stockpile,3069,21,OP-016,9,0.0,0.0,1,20.25,Very High,0.875,175,60,17,3,9,1,4,15,3,1
2025-10-15,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,20209,0,186.4,0.0,Pit A,8486,23,OP-016,9,0.0,0.0,1,17.75,Very High,0.9583333333333334,175,61,17,3,9,1,0,15,3,1
2025-10-16,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20353,4,207.4,81.1,Pit A,0,0,OP-007,9,16.666666666666664,0.38915547024952013,0,78.94,Very High,0.0,179,62,17,3,9,2,0,6,3,0
2025-10-17,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20312,8,218.9,67.9,Pit C,0,0,OP-007,9,33.33333333333333,0.3087767166894043,0,73.66,Very High,0.0,187,63,17,3,9,2,2,6,3,0
2025-10-18,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,19757,9,114.2,79.7,ROM,0,0,OP-002,9,37.5,0.6918402777777778,0,78.38,High,0.0,196,64,17,3,9,2,3,1,0,0
2025-10-19,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20289,4,162.2,75.9,Pit A,0,0,OP-087,9,16.666666666666664,0.4650735294117648,0,76.86,Very High,0.0,200,65,17,3,9,2,0,86,3,0
2025-10-20,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20441,1,133.1,94.7,Pit C,0,0,OP-086,9,4.166666666666666,0.7061894108873975,0,84.38,Very High,0.0,201,66,17,3,9,2,2,85,3,0
2025-10-21,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,19994,2,274.0,78.7,Pit C,0,0,OP-079,9,8.333333333333332,0.2861818181818182,0,77.98,High,0.0,203,67,17,3,9,2,2,78,0,0
2025-10-22,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19805,0,157.7,0.0,ROM,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,203,68,17,3,9,3,3,15,0,0
2025-10-23,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20507,0,85.7,0.0,Workshop,0,0,OP-016,9,0.0,0.0,0,46.5,Very High,0.0,203,69,17,3,9,3,5,15,3,0
2025-10-24,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19829,0,83.3,0.0,Pit B,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,203,70,17,3,9,3,1,15,0,0
2025-10-25,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20409,0,255.7,0.0,Workshop,0,0,OP-016,9,0.0,0.0,0,46.5,Very High,0.0,203,71,17,3,9,3,5,15,3,0
2025-10-26,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19925,0,193.8,0.0,Pit A,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,203,72,17,3,9,3,0,15,0,0
2025-10-27,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20595,0,272.3,0.0,Pit B,0,0,OP-016,9,0.0,0.0,0,46.5,Very High,0.0,203,73,17,3,9,3,1,15,3,0
2025-10-28,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19877,0,222.4,0.0,Pit A,0,0,OP-016,9,0.0,0.0,0,46.5,High,0.0,203,74,17,3,9,3,0,15,0,0
2025-10-29,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20489,0,172.4,0.0,Pit B,0,0,OP-016,9,0.0,0.0,0,46.5,Very High,0.0,203,75,17,3,9,3,1,15,3,0
2025-10-30,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20433,0,178.5,0.0,ROM,0,0,OP-016,9,0.0,0.0,0,46.5,Very High,0.0,203,76,17,3,9,3,3,15,3,0
2025-10-31,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20375,0,133.8,0.0,Pit C,0,0,OP-016,9,0.0,0.0,0,46.5,Very High,0.0,203,77,17,3,9,3,2,15,3,0
2025-11-01,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,19691,0,263.7,0.0,Pit C,0,19,OP-016,9,0.0,0.0,1,22.75,High,0.7916666666666666,203,78,17,3,9,0,2,15,0,1
2025-11-02,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,19937,0,263.6,0.0,Workshop,0,22,OP-016,9,0.0,0.0,1,19.0,High,0.9166666666666666,203,79,17,3,9,0,5,15,0,1
2025-11-03,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,20829,0,251.0,0.0,Pit B,0,0,OP-016,9,0.0,0.0,0,46.5,Very High,0.0,203,80,17,3,9,0,1,15,3,1
2025-11-04,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,20852,0,222.5,0.0,Workshop,0,9,OP-016,9,0.0,0.0,1,35.25,Very High,0.375,203,81,17,3,9,0,5,15,3,1
2025-11-05,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,20055,0,138.2,0.0,Workshop,0,17,OP-016,9,0.0,0.0,1,25.25,Very High,0.7083333333333334,203,82,17,3,9,0,5,15,3,1
2025-11-06,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,20151,0,252.5,0.0,Workshop,0,0,OP-016,9,0.0,0.0,0,46.5,Very High,0.0,203,83,17,3,9,0,5,15,3,1
2025-11-07,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,19913,5,266.3,83.7,Pit A,0,0,OP-045,9,20.833333333333336,0.31313131313131315,0,79.98,High,0.0,208,84,17,3,9,2,0,44,0,0
2025-11-08,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20859,19,80.6,93.0,Pit A,0,0,OP-019,9,79.16666666666666,1.1397058823529413,0,83.7,Very High,0.0,227,85,17,3,9,2,0,18,3,0
2025-11-09,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20451,2,198.5,71.2,Stockpile,0,0,OP-046,9,8.333333333333332,0.3568922305764411,0,74.98,Very High,0.0,229,86,17,3,9,2,4,45,3,0
2025-11-10,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,19859,2,81.9,96.3,ROM,0,0,OP-052,9,8.333333333333332,1.1616405307599516,0,85.02000000000001,High,0.0,231,87,17,3,9,2,3,51,0,0
2025-11-11,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20221,0,228.8,0.0,Pit C,0,0,OP-016,9,0.0,0.0,0,46.5,Very High,0.0,231,88,17,3,9,3,2,15,3,0
2025-11-12,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20591,0,219.7,0.0,Stockpile,0,0,OP-016,9,0.0,0.0,0,46.5,Very High,0.0,231,89,17,3,9,3,4,15,3,0
2025-08-15,EQ-019,Haul Truck,CAT 777,2020,Operational,8911,16,225.2,73.5,Stockpile,0,0,OP-016,5,66.66666666666666,0.3249336870026525,0,81.9,Low,0.0,16,0,18,3,3,2,4,15,1,0
2025-08-16,EQ-019,Haul Truck,CAT 777,2020,Operational,8922,8,137.9,70.5,Pit C,0,0,OP-030,5,33.33333333333333,0.5075593952483801,0,80.7,Low,0.0,24,1,18,3,3,2,2,29,1,0
2025-08-17,EQ-019,Haul Truck,CAT 777,2020,Operational,8943,2,104.4,95.7,ROM,0,0,OP-030,5,8.333333333333332,0.9079696394686907,0,90.78,Low,0.0,26,2,18,3,3,2,3,29,1,0
2025-08-18,EQ-019,Haul Truck,CAT 777,2020,Operational,8959,3,247.8,84.9,ROM,0,0,OP-077,5,12.5,0.3412379421221865,0,86.46000000000001,Low,0.0,29,3,18,3,3,2,3,76,1,0
2025-08-19,EQ-019,Haul Truck,CAT 777,2020,Operational,9003,17,120.4,67.6,Pit C,0,0,OP-070,5,70.83333333333334,0.5568369028006589,0,79.53999999999999,Low,0.0,46,4,18,3,3,2,2,69,1,0
2025-08-20,EQ-019,Haul Truck,CAT 777,2020,Operational,9011,16,80.7,92.1,Pit C,0,0,OP-088,5,66.66666666666666,1.1272949816401467,0,89.34,Low,0.0,62,5,18,3,3,2,2,87,1,0
2025-08-21,EQ-019,Haul Truck,CAT 777,2020,Breakdown,8995,0,138.1,0.0,Workshop,0,17,OP-016,5,0.0,0.0,1,31.25,Low,0.7083333333333334,62,6,18,3,3,0,5,15,1,1
2025-08-22,EQ-019,Haul Truck,CAT 777,2020,Breakdown,8974,0,240.5,0.0,Stockpile,0,17,OP-016,5,0.0,0.0,1,31.25,Low,0.7083333333333334,62,7,18,3,3,0,4,15,1,1
2025-08-23,EQ-019,Haul Truck,CAT 777,2020,Breakdown,9063,0,264.6,0.0,Stockpile,0,8,OP-016,5,0.0,0.0,1,42.5,Low,0.3333333333333333,62,8,18,3,3,0,4,15,1,1
2025-08-24,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9028,0,193.6,0.0,Workshop,5840,18,OP-016,5,0.0,0.0,1,30.0,Low,0.75,62,9,18,3,3,1,5,15,1,1
2025-08-25,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9111,0,86.1,0.0,Pit A,184,16,OP-016,5,0.0,0.0,1,32.5,Low,0.6666666666666666,62,10,18,3,3,1,0,15,1,1
2025-08-26,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9021,0,183.5,0.0,Pit A,7804,1,OP-016,5,0.0,0.0,0,51.25,Low,0.041666666666666664,62,11,18,3,3,1,0,15,1,1
2025-08-27,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9127,0,166.0,0.0,Pit B,4488,6,OP-016,5,0.0,0.0,1,45.0,Low,0.25,62,12,18,3,3,1,1,15,1,1
2025-08-28,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9106,0,282.0,0.0,Pit A,9174,6,OP-016,5,0.0,0.0,1,45.0,Low,0.25,62,13,18,3,3,1,0,15,1,1
2025-08-29,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9079,0,83.0,0.0,Pit A,3526,21,OP-016,5,0.0,0.0,1,26.25,Low,0.875,62,14,18,3,3,1,0,15,1,1
2025-08-30,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9076,0,299.2,0.0,Pit A,9313,1,OP-016,5,0.0,0.0,0,51.25,Low,0.041666666666666664,62,15,18,3,3,1,0,15,1,1
2025-08-31,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9167,0,117.2,0.0,Pit A,8758,1,OP-016,5,0.0,0.0,0,51.25,Low,0.041666666666666664,62,16,18,3,3,1,0,15,1,1
2025-09-01,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9251,0,240.2,0.0,Workshop,3251,17,OP-016,5,0.0,0.0,1,31.25,Low,0.7083333333333334,62,17,18,3,3,1,5,15,1,1
2025-09-02,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9055,0,76.0,0.0,Pit B,6099,20,OP-016,5,0.0,0.0,1,27.5,Low,0.8333333333333334,62,18,18,3,3,1,1,15,1,1
2025-09-03,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9120,0,211.1,0.0,Stockpile,3006,18,OP-016,5,0.0,0.0,1,30.0,Low,0.75,62,19,18,3,3,1,4,15,1,1
2025-09-04,EQ-019,Haul Truck,CAT 777,2020,Standby,9151,0,51.4,0.0,Pit B,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,20,18,3,3,3,1,15,1,0
2025-09-05,EQ-019,Haul Truck,CAT 777,2020,Standby,9394,0,234.2,0.0,Pit A,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,21,18,3,3,3,0,15,1,0
2025-09-06,EQ-019,Haul Truck,CAT 777,2020,Standby,9395,0,277.4,0.0,Pit A,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,22,18,3,3,3,0,15,1,0
2025-09-07,EQ-019,Haul Truck,CAT 777,2020,Standby,9256,0,157.9,0.0,Pit C,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,23,18,3,3,3,2,15,1,0
2025-09-08,EQ-019,Haul Truck,CAT 777,2020,Standby,9199,0,249.6,0.0,Pit B,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,24,18,3,3,3,1,15,1,0
2025-09-09,EQ-019,Haul Truck,CAT 777,2020,Standby,9211,0,60.6,0.0,Stockpile,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,25,18,3,3,3,4,15,1,0
2025-09-10,EQ-019,Haul Truck,CAT 777,2020,Standby,9197,0,226.1,0.0,Workshop,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,26,18,3,3,3,5,15,1,0
2025-09-11,EQ-019,Haul Truck,CAT 777,2020,Standby,9532,0,107.1,0.0,Pit A,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,27,18,3,3,3,0,15,1,0
2025-09-12,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9499,0,233.2,0.0,Pit C,7008,11,OP-016,5,0.0,0.0,1,38.75,Low,0.4583333333333333,62,28,18,3,3,1,2,15,1,1
2025-09-13,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9143,0,94.3,0.0,ROM,6614,13,OP-016,5,0.0,0.0,1,36.25,Low,0.5416666666666666,62,29,18,3,3,1,3,15,1,1
2025-09-14,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9511,0,228.9,0.0,Pit C,8261,22,OP-016,5,0.0,0.0,1,25.0,Low,0.9166666666666666,62,30,18,3,3,1,2,15,1,1
2025-09-15,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9190,0,105.5,0.0,Pit A,6356,19,OP-016,5,0.0,0.0,1,28.75,Low,0.7916666666666666,62,31,18,3,3,1,0,15,1,1
2025-09-16,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9647,0,247.5,0.0,Stockpile,164,14,OP-016,5,0.0,0.0,1,35.0,Low,0.5833333333333334,62,32,18,3,3,1,4,15,1,1
2025-09-17,EQ-019,Haul Truck,CAT 777,2020,Standby,9472,0,246.7,0.0,ROM,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,33,18,3,3,3,3,15,1,0
2025-09-18,EQ-019,Haul Truck,CAT 777,2020,Standby,9387,0,208.5,0.0,ROM,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,34,18,3,3,3,3,15,1,0
2025-09-19,EQ-019,Haul Truck,CAT 777,2020,Standby,9366,0,156.6,0.0,Pit A,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,35,18,3,3,3,0,15,1,0
2025-09-20,EQ-019,Haul Truck,CAT 777,2020,Standby,9667,0,281.2,0.0,Stockpile,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,36,18,3,3,3,4,15,1,0
2025-09-21,EQ-019,Haul Truck,CAT 777,2020,Standby,9614,0,248.2,0.0,ROM,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,37,18,3,3,3,3,15,1,0
2025-09-22,EQ-019,Haul Truck,CAT 777,2020,Standby,9671,0,196.2,0.0,Pit C,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,38,18,3,3,3,2,15,1,0
2025-09-23,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9262,0,225.4,0.0,Pit B,8339,15,OP-016,5,0.0,0.0,1,33.75,Low,0.625,62,39,18,3,3,1,1,15,1,1
2025-09-24,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9671,0,88.6,0.0,Pit A,398,16,OP-016,5,0.0,0.0,1,32.5,Low,0.6666666666666666,62,40,18,3,3,1,0,15,1,1
2025-09-25,EQ-019,Haul Truck,CAT 777,2020,Standby,9362,0,50.0,0.0,Pit C,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,41,18,3,3,3,2,15,1,0
2025-09-26,EQ-019,Haul Truck,CAT 777,2020,Standby,9625,0,149.5,0.0,Stockpile,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,42,18,3,3,3,4,15,1,0
2025-09-27,EQ-019,Haul Truck,CAT 777,2020,Standby,9427,0,124.0,0.0,Pit C,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,43,18,3,3,3,2,15,1,0
2025-09-28,EQ-019,Haul Truck,CAT 777,2020,Standby,9703,0,293.7,0.0,Stockpile,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,44,18,3,3,3,4,15,1,0
2025-09-29,EQ-019,Haul Truck,CAT 777,2020,Standby,9406,0,169.5,0.0,Stockpile,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,45,18,3,3,3,4,15,1,0
2025-09-30,EQ-019,Haul Truck,CAT 777,2020,Standby,9463,0,279.9,0.0,Pit B,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,46,18,3,3,3,1,15,1,0
2025-10-01,EQ-019,Haul Truck,CAT 777,2020,Standby,9569,0,260.6,0.0,Stockpile,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,47,18,3,3,3,4,15,1,0
2025-10-02,EQ-019,Haul Truck,CAT 777,2020,Standby,9871,0,267.7,0.0,Pit A,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,48,18,3,3,3,0,15,1,0
2025-10-03,EQ-019,Haul Truck,CAT 777,2020,Standby,9695,0,191.4,0.0,Stockpile,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,49,18,3,3,3,4,15,1,0
2025-10-04,EQ-019,Haul Truck,CAT 777,2020,Standby,10011,0,272.6,0.0,Pit B,0,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,62,50,18,3,3,3,1,15,2,0
2025-10-05,EQ-019,Haul Truck,CAT 777,2020,Standby,9472,0,142.5,0.0,Pit A,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,51,18,3,3,3,0,15,1,0
2025-10-06,EQ-019,Haul Truck,CAT 777,2020,Standby,9379,0,221.0,0.0,Pit C,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,52,18,3,3,3,2,15,1,0
2025-10-07,EQ-019,Haul Truck,CAT 777,2020,Standby,9547,0,72.0,0.0,Stockpile,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,53,18,3,3,3,4,15,1,0
2025-10-08,EQ-019,Haul Truck,CAT 777,2020,Standby,9667,0,197.3,0.0,Pit C,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,54,18,3,3,3,2,15,1,0
2025-10-09,EQ-019,Haul Truck,CAT 777,2020,Standby,9351,0,161.0,0.0,Pit A,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,55,18,3,3,3,0,15,1,0
2025-10-10,EQ-019,Haul Truck,CAT 777,2020,Standby,9919,0,157.8,0.0,Pit B,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,56,18,3,3,3,1,15,1,0
2025-10-11,EQ-019,Haul Truck,CAT 777,2020,Standby,10051,0,87.8,0.0,Workshop,0,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,62,57,18,3,3,3,5,15,2,0
2025-10-12,EQ-019,Haul Truck,CAT 777,2020,Standby,9491,0,93.8,0.0,Workshop,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,58,18,3,3,3,5,15,1,0
2025-10-13,EQ-019,Haul Truck,CAT 777,2020,Standby,10091,0,151.5,0.0,ROM,0,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,62,59,18,3,3,3,3,15,2,0
2025-10-14,EQ-019,Haul Truck,CAT 777,2020,Standby,9691,0,273.1,0.0,Pit C,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,60,18,3,3,3,2,15,1,0
2025-10-15,EQ-019,Haul Truck,CAT 777,2020,Standby,10253,0,276.1,0.0,Workshop,0,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,62,61,18,3,3,3,5,15,2,0
2025-10-16,EQ-019,Haul Truck,CAT 777,2020,Standby,10275,0,106.2,0.0,Pit A,0,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,62,62,18,3,3,3,0,15,2,0
2025-10-17,EQ-019,Haul Truck,CAT 777,2020,Standby,9478,0,67.7,0.0,Pit B,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,63,18,3,3,3,1,15,1,0
2025-10-18,EQ-019,Haul Truck,CAT 777,2020,Standby,10255,0,237.3,0.0,Pit C,0,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,62,64,18,3,3,3,2,15,2,0
2025-10-19,EQ-019,Haul Truck,CAT 777,2020,Standby,10146,0,186.0,0.0,Pit C,0,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,62,65,18,3,3,3,2,15,2,0
2025-10-20,EQ-019,Haul Truck,CAT 777,2020,Standby,9835,0,101.7,0.0,Pit B,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,66,18,3,3,3,1,15,1,0
2025-10-21,EQ-019,Haul Truck,CAT 777,2020,Standby,10318,0,73.9,0.0,Workshop,0,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,62,67,18,3,3,3,5,15,2,0
2025-10-22,EQ-019,Haul Truck,CAT 777,2020,Standby,9931,0,132.5,0.0,ROM,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,68,18,3,3,3,3,15,1,0
2025-10-23,EQ-019,Haul Truck,CAT 777,2020,Standby,9463,0,106.6,0.0,Pit C,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,69,18,3,3,3,2,15,1,0
2025-10-24,EQ-019,Haul Truck,CAT 777,2020,Standby,10031,0,97.4,0.0,Pit A,0,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,62,70,18,3,3,3,0,15,2,0
2025-10-25,EQ-019,Haul Truck,CAT 777,2020,Standby,9479,0,293.1,0.0,Stockpile,0,0,OP-016,5,0.0,0.0,0,52.5,Low,0.0,62,71,18,3,3,3,4,15,1,0
2025-10-26,EQ-019,Haul Truck,CAT 777,2020,Standby,10279,0,231.0,0.0,ROM,0,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,62,72,18,3,3,3,3,15,2,0
2025-10-27,EQ-019,Haul Truck,CAT 777,2020,Maintenance,10006,0,58.1,0.0,Pit A,9094,16,OP-016,5,0.0,0.0,1,32.5,Medium,0.6666666666666666,62,73,18,3,3,1,0,15,2,1
2025-10-28,EQ-019,Haul Truck,CAT 777,2020,Operational,10391,18,67.4,79.5,Stockpile,0,0,OP-046,5,75.0,1.162280701754386,0,84.3,Medium,0.0,80,74,18,3,3,2,4,45,2,0
2025-10-29,EQ-019,Haul Truck,CAT 777,2020,Operational,9661,17,265.6,76.4,Pit C,0,0,OP-074,5,70.83333333333334,0.2865716429107277,0,83.06,Low,0.0,97,75,18,3,3,2,2,73,1,0
2025-10-30,EQ-019,Haul Truck,CAT 777,2020,Maintenance,10659,0,151.7,0.0,Workshop,1425,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,97,76,18,3,3,1,5,15,2,1
2025-10-31,EQ-019,Haul Truck,CAT 777,2020,Maintenance,10528,0,124.3,0.0,Stockpile,2857,0,OP-016,5,0.0,0.0,0,52.5,Medium,0.0,97,77,18,3,3,1,4,15,2,1
2025-11-01,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9925,0,298.9,0.0,Stockpile,5239,7,OP-016,5,0.0,0.0,1,43.75,Low,0.2916666666666667,97,78,18,3,3,1,4,15,1,1
2025-11-02,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9938,0,255.9,0.0,Pit A,9047,17,OP-016,5,0.0,0.0,1,31.25,Low,0.7083333333333334,97,79,18,3,3,1,0,15,1,1
