date,equipment_id,equipment_type,model,year,status,operating_hours,daily_hours_worked,fuel_consumption_lh,productivity_score,location,maintenance_cost_usd,downtime_hours,operator_id,equipment_age,utilization_rate,fuel_efficiency,maintenance_due_soon,health_score,hours_category,downtime_ratio,cumulative_hours,days_since_maintenance,equipment_id_encoded,equipment_type_encoded,model_encoded,status_encoded,location_encoded,operator_id_encoded,hours_category_encoded
2025-09-06,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19385,0,0.8965578473623746,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,22,17,3,9,3,1,15,0
2025-09-07,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19426,0,-1.6665866289785167,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,23,17,3,9,3,1,15,0
2025-09-08,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19541,0,0.44642452632936114,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,24,17,3,9,3,1,15,0
2025-09-09,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19414,0,0.3335470574464649,-0.6831039168208598,Stockpile,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,25,17,3,9,3,4,15,0
2025-09-10,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19249,0,-1.020982569148292,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,26,17,3,9,3,5,15,0
2025-09-11,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19583,0,0.13532320965211017,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,27,17,3,9,3,1,15,0
2025-09-12,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19633,0,-1.4917642076598843,-0.6831039168208598,Pit A,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,28,17,3,9,3,0,15,0
2025-09-13,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19424,0,1.5311494712040243,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,29,17,3,9,3,5,15,0
2025-09-14,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19349,0,1.4430499832954218,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,30,17,3,9,3,2,15,0
2025-09-15,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19578,0,0.7368775255280335,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,31,17,3,9,3,1,15,0
2025-09-16,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19725,0,0.5909627486794115,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,32,17,3,9,3,3,15,0
2025-09-17,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19418,0,0.6886981180780167,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,33,17,3,9,3,3,15,0
2025-09-18,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19771,0,1.0314601882224217,-0.6831039168208598,Pit A,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,34,17,3,9,3,0,15,0
2025-09-19,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19409,0,0.11329833767495973,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,35,17,3,9,3,2,15,0
2025-09-20,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19565,0,-1.1187179385468975,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,36,17,3,9,3,2,15,0
2025-09-21,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19655,0,-0.46485455172524137,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,37,17,3,9,3,3,15,0
2025-09-22,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19521,0,-0.577732020608138,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,38,17,3,9,3,3,15,0
2025-09-23,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19808,0,-0.7676965414110611,-0.6831039168208598,Pit A,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,39,17,3,9,3,0,15,0
2025-09-24,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19749,0,0.61161106615799,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,40,17,3,9,3,3,15,0
2025-09-25,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19932,0,0.23030547005357185,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,41,17,3,9,3,2,15,0
2025-09-26,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19871,0,-1.469739335682734,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,42,17,3,9,3,1,15,0
2025-09-27,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19720,0,-1.5234249611270383,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,43,17,3,9,3,5,15,0
2025-09-28,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19517,0,-0.07253651963224776,-0.6831039168208598,Stockpile,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,44,17,3,9,3,4,15,0
2025-09-29,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,20024,0,-0.6534425180295929,-0.6831039168208598,Pit A,0.7301207278727438,6,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-0.8417674955751107,Very High,0.28670239692318794,175,45,17,3,9,1,0,15,3
2025-09-30,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19403,0,0.7850569329780502,-0.6831039168208598,Pit C,1.6925036750849554,13,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.260421523023883,High,1.3116078824250321,175,46,17,3,9,1,2,15,0
2025-10-01,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19553,0,1.0534850601995722,-0.6831039168208598,Stockpile,0.38078742978690133,7,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-0.9015752137820782,High,0.43311746628059433,175,47,17,3,9,1,4,15,0
2025-10-02,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,20045,0,-1.2577499429026602,-0.6831039168208598,Pit C,1.6476759339433038,7,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-0.9015752137820782,Very High,0.43311746628059433,175,48,17,3,9,1,2,15,3
2025-10-03,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19773,0,0.7244885350408863,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,49,17,3,9,3,2,15,0
2025-10-04,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19489,0,-0.8062400673710746,-0.6831039168208598,Stockpile,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,50,17,3,9,3,4,15,0
2025-10-05,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19448,0,-1.0939399575726032,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,51,17,3,9,3,2,15,0
2025-10-06,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19977,0,1.0479788422052845,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,52,17,3,9,3,2,15,0
2025-10-07,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19678,0,0.7850569329780502,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,175,53,17,3,9,3,1,15,0
2025-10-08,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,20231,0,-0.3175632203780474,-0.6831039168208598,Pit C,-0.4523623898097382,7,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-0.9015752137820782,Very High,0.43311746628059433,175,54,17,3,9,0,2,15,3
2025-10-09,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,19759,0,-1.3279542223298275,-0.6831039168208598,ROM,-0.4523623898097382,22,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.7986909868865903,High,2.629343506641689,175,55,17,3,9,0,3,15,0
2025-10-10,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19997,0,-0.4276875802638,-0.6831039168208598,Pit C,2.82288968819741,5,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-0.7819597773681431,High,0.14028732756578166,175,56,17,3,9,1,2,15,0
2025-10-11,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19502,0,0.27986143200216046,-0.6831039168208598,Pit B,0.6699465528267432,11,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.140806086609948,High,1.0187777437102195,175,57,17,3,9,1,1,15,0
2025-10-12,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19511,0,-1.022359123646864,-0.6831039168208598,Pit B,2.414189922113164,16,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.4398446776447855,High,1.7508530904972512,175,58,17,3,9,1,1,15,0
2025-10-13,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,19992,0,-0.7360357879439073,-0.6831039168208598,Stockpile,0.15180248179306002,3,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.6623443409542082,High,-0.15254281114903104,175,59,17,3,9,1,4,15,0
2025-10-14,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,20009,0,0.5372771232351069,-0.6831039168208598,Stockpile,0.7870640747283552,21,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.7388832686796227,Very High,2.482928437284283,175,60,17,3,9,1,4,15,3
2025-10-15,EQ-018,Haul Truck,Komatsu HD785,2016,Maintenance,20209,0,0.16973707211640784,-0.6831039168208598,Pit A,2.974738613145707,23,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.8584987050935577,Very High,2.7757585759990957,175,61,17,3,9,1,0,15,3
2025-10-16,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20353,4,0.4588135168165084,1.4333042651116725,Pit A,-0.4523623898097382,0,OP-007,1.1378140050469927,0.17173091465861415,0.6101179695406092,-0.6201736729460423,1.0692087165739141,Very High,-0.59178801922125,179,62,17,3,9,2,0,6,3
2025-10-17,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20312,8,0.6171172841522777,1.0888333896306688,Pit C,-0.4523623898097382,0,OP-007,1.1378140050469927,0.8955138915612612,0.36569958042705036,-0.6201736729460423,0.8165809148676834,Very High,-0.59178801922125,187,63,17,3,9,2,2,6,3
2025-10-18,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,19757,9,-0.8241352758525093,1.3967694752879298,ROM,-0.4523623898097382,0,OP-002,1.1378140050469927,1.0764596357869232,1.5305320066887829,-0.6201736729460423,1.0424148588171926,High,-0.59178801922125,196,64,17,3,9,2,3,1,0
2025-10-19,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20289,4,-0.16338911653799396,1.2976036171949137,Pit A,-0.4523623898097382,0,OP-087,1.1378140050469927,0.17173091465861415,0.8409721306615041,-0.6201736729460423,0.9696886734775203,Very High,-0.59178801922125,200,65,17,3,9,2,0,86,3
2025-10-20,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20441,1,-0.563966475622419,1.788213651970889,Pit C,-0.4523623898097382,0,OP-086,1.1378140050469927,-0.3711063180183711,1.5741653282381924,-0.6201736729460423,1.3294919062106365,Very High,-0.59178801922125,201,66,17,3,9,2,2,85,3
2025-10-21,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,19994,2,1.3755988128653986,1.3706731968423993,Pit C,-0.4523623898097382,0,OP-079,1.1378140050469927,-0.19016057379270934,0.29699226100739606,-0.6201736729460423,1.0232763889909633,High,-0.59178801922125,203,67,17,3,9,2,2,78,0
2025-10-22,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19805,0,-0.2253340689737298,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,203,68,17,3,9,3,3,15,0
2025-10-23,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20507,0,-1.2164533079455029,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,Very High,-0.59178801922125,203,69,17,3,9,3,5,15,3
2025-10-24,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19829,0,-1.2494906159112287,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,203,70,17,3,9,3,1,15,0
2025-10-25,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20409,0,1.1236893396267393,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,Very High,-0.59178801922125,203,71,17,3,9,3,5,15,3
2025-10-26,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19925,0,0.27160210501072907,-0.6831039168208598,Pit A,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,203,72,17,3,9,3,0,15,0
2025-10-27,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20595,0,1.3521973863896763,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,Very High,-0.59178801922125,203,73,17,3,9,3,1,15,3
2025-10-28,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,19877,0,0.6652966916022944,-0.6831039168208598,Pit A,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,High,-0.59178801922125,203,74,17,3,9,3,0,15,0
2025-10-29,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20489,0,-0.02298055768365918,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,Very High,-0.59178801922125,203,75,17,3,9,3,1,15,3
2025-10-30,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20433,0,0.06098926672922709,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,Very High,-0.59178801922125,203,76,17,3,9,3,3,15,3
2025-10-31,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20375,0,-0.5543305941324154,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,Very High,-0.59178801922125,203,77,17,3,9,3,2,15,3
2025-11-01,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,19691,0,1.233813699512492,-0.6831039168208598,Pit C,-0.4523623898097382,19,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.619267832265688,High,2.1900982985694704,203,78,17,3,9,0,2,15,0
2025-11-02,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,19937,0,1.2324371450139207,-0.6831039168208598,Workshop,-0.4523623898097382,22,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.7986909868865903,High,2.629343506641689,203,79,17,3,9,0,5,15,0
2025-11-03,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,20829,0,1.05899127819386,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,Very High,-0.59178801922125,203,80,17,3,9,0,1,15,3
2025-11-04,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,20852,0,0.6666732461008663,-0.6831039168208598,Workshop,-0.4523623898097382,9,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.021190650196013,Very High,0.7259476049954069,203,81,17,3,9,0,5,15,3
2025-11-05,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,20055,0,-0.49376219619525175,-0.6831039168208598,Workshop,-0.4523623898097382,17,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.499652395851753,Very High,1.8972681598546577,203,82,17,3,9,0,5,15,3
2025-11-06,EQ-018,Haul Truck,Komatsu HD785,2016,Breakdown,20151,0,1.0796395956724385,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,Very High,-0.59178801922125,203,83,17,3,9,0,5,15,3
2025-11-07,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,19913,5,1.269604116475362,1.5011545890700524,Pit A,-0.4523623898097382,0,OP-045,1.1378140050469927,0.35267665888427613,0.3789411822239103,-0.6201736729460423,1.1189687381221114,High,-0.59178801922125,208,84,17,3,9,2,0,44,0
2025-11-08,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20859,19,-1.2866575873726702,1.743849978613487,Pit A,-0.4523623898097382,0,OP-019,1.1378140050469927,2.885917078043541,2.892416643625343,-0.6201736729460423,1.2969565075060465,Very High,-0.59178801922125,227,85,17,3,9,2,0,18,3
2025-11-09,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,20451,2,0.33630016644360855,1.1749511085009197,Stockpile,-0.4523623898097382,0,OP-046,1.1378140050469927,-0.19016057379270934,0.5120108365084846,-0.6201736729460423,0.8797378652942414,Very High,-0.59178801922125,229,86,17,3,9,2,4,45,3
2025-11-10,EQ-018,Haul Truck,Komatsu HD785,2016,Operational,19859,2,-1.2687623788912352,1.829967697483738,ROM,-0.4523623898097382,0,OP-052,1.1378140050469927,-0.19016057379270934,2.9591162525637182,-0.6201736729460423,1.3601134579326044,High,-0.59178801922125,231,87,17,3,9,2,3,51,0
2025-11-11,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20221,0,0.7533961795108967,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,Very High,-0.59178801922125,231,88,17,3,9,3,2,15,3
2025-11-12,EQ-018,Haul Truck,Komatsu HD785,2016,Standby,20591,0,0.6281297201408528,-0.6831039168208598,Stockpile,-0.4523623898097382,0,OP-016,1.1378140050469927,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4829211863333058,Very High,-0.59178801922125,231,89,17,3,9,3,4,15,3
2025-08-15,EQ-019,Haul Truck,CAT 777,2020,Operational,8911,16,0.7038402175623076,1.23497254892564,Stockpile,-0.4523623898097382,0,OP-016,-0.32248204421117993,2.3430798453665553,0.41483023351644155,-0.6201736729460423,1.2108333932880135,Low,-0.59178801922125,16,0,18,3,3,2,4,15,1
2025-08-16,EQ-019,Haul Truck,CAT 777,2020,Operational,8922,8,-0.4978918596909672,1.1566837135890482,Pit C,-0.4523623898097382,0,OP-030,-0.32248204421117993,0.8955138915612612,0.970164565576706,-0.6201736729460423,1.1534179838093246,Low,-0.59178801922125,24,1,18,3,3,2,2,29,1
2025-08-17,EQ-019,Haul Truck,CAT 777,2020,Operational,8943,2,-0.9590376167125562,1.8143099304164196,ROM,-0.4523623898097382,0,OP-030,-0.32248204421117993,-0.19016057379270934,2.187745363264731,-0.6201736729460423,1.6357074234303102,Low,-0.59178801922125,26,2,18,3,3,2,3,29,1
2025-08-18,EQ-019,Haul Truck,CAT 777,2020,Operational,8959,3,1.0149415342395591,1.5324701232046891,ROM,-0.4523623898097382,0,OP-077,-0.32248204421117993,-0.009214829567047517,0.4644087551469435,-0.6201736729460423,1.429011949307031,Low,-0.59178801922125,29,3,18,3,3,2,3,76,1
2025-08-19,EQ-019,Haul Truck,CAT 777,2020,Operational,9003,17,-0.738788896941051,1.0810045060970093,Pit C,-0.4523623898097382,0,OP-070,-0.32248204421117993,2.5240255895922177,1.120009250670649,-0.6201736729460423,1.0979164213132582,Low,-0.59178801922125,46,4,18,3,3,2,2,69,1
2025-08-20,EQ-019,Haul Truck,CAT 777,2020,Operational,9011,16,-1.2852810328740982,1.7203633280125092,Pit C,-0.4523623898097382,0,OP-088,-0.32248204421117993,2.3430798453665553,2.854677163659399,-0.6201736729460423,1.5668089320558838,Low,-0.59178801922125,62,5,18,3,3,2,2,87,1
2025-08-21,EQ-019,Haul Truck,CAT 777,2020,Breakdown,8995,0,-0.49513875069382357,-0.6831039168208598,Workshop,-0.4523623898097382,17,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.212575348458309,Low,1.8972681598546577,62,6,18,3,3,0,5,15,1
2025-08-22,EQ-019,Haul Truck,CAT 777,2020,Breakdown,8974,0,0.9144530558438096,-0.6831039168208598,Stockpile,-0.4523623898097382,17,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.212575348458309,Low,1.8972681598546577,62,7,18,3,3,0,4,15,1
2025-08-23,EQ-019,Haul Truck,CAT 777,2020,Breakdown,9063,0,1.2462026899996397,-0.6831039168208598,Stockpile,-0.4523623898097382,8,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-0.6743058845956017,Low,0.5795325356380006,62,8,18,3,3,0,4,15,1
2025-08-24,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9028,0,0.26884899601358503,-0.6831039168208598,Workshop,1.9061421891744474,18,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.2723830666652765,Low,2.043683229212064,62,9,18,3,3,1,5,15,1
2025-08-25,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9111,0,-1.2109470899512154,-0.6831039168208598,Pit A,-0.3780533414307844,16,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.1527676302513417,Low,1.7508530904972512,62,10,18,3,3,1,0,15,1
2025-08-26,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9021,0,0.12981699165782246,-0.6831039168208598,Pit A,2.699310509915019,1,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.25565185714682936,Low,-0.44537294986384374,62,11,18,3,3,1,0,15,1
2025-08-27,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9127,0,-0.11108004559226133,-0.6831039168208598,Pit B,1.3601322249986565,6,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-0.5546904481816668,Low,0.28670239692318794,62,12,18,3,3,1,1,15,1
2025-08-28,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9106,0,1.4857231727511513,-0.6831039168208598,Pit A,3.2525898375191864,6,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-0.5546904481816668,Low,0.28670239692318794,62,13,18,3,3,1,0,15,1
2025-08-29,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9079,0,-1.2536202794069444,-0.6831039168208598,Pit A,0.9716251351043438,21,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.4518062212861789,Low,2.482928437284283,62,14,18,3,3,1,0,15,1
2025-08-30,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9076,0,1.7224905465055191,-0.6831039168208598,Pit A,3.3087254773272003,1,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.25565185714682936,Low,-0.44537294986384374,62,15,18,3,3,1,0,15,1
2025-08-31,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9167,0,-0.782838640895352,-0.6831039168208598,Pit A,3.084586771618943,1,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.25565185714682936,Low,-0.44537294986384374,62,16,18,3,3,1,0,15,1
2025-09-01,EQ-019,Haul Truck,CAT 777,2020,Maintenance,9251,0,0.9103233923480938,-0.6831039168208598,Workshop,0.8605654160597117,17,OP-016,-0.32248204421117993,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.212575348458309,Low,1.8972681598546577,62,17,18,3,3,1,5,15,1
