date,coal_mined_ton,coal_hauled_ton,coal_stockpiled_ton,coal_shipped_ton,overburden_removed_bcm,strip_ratio,active_pits,working_hours,rain_delay_hours,blast_events,safety_incidents,workforce_present,average_ore_grade_pct,ash_content_pct,moisture_content_pct,operational_efficiency_pct,haul_efficiency_pct,year,month,day_of_week,is_weekend,week_of_year,overall_efficiency,production_rate_tph,ob_efficiency,cumulative_production,production_ma7,production_ma30,production_std7,weather_delay_ratio,target_achievement_pct,production_lag1,production_lag7,production_momentum,quality_consistency
2024-05-21,11840,11019,694,3243,21990,8.78,4,20,1,2,0,549,5893.0,11.7,16.1,79.2,93.06587837837837,2024,5,1,0,21,86.13293918918919,592.0,1099.5,2474035,13091.42857142857,13469.1,1521.9235479202919,0.05,98.66666666666667,14092.0,12051.0,-2252.0,93.51292759738712
2024-05-22,11605,11044,920,9783,19928,7.54,4,22,1,1,0,575,6096.0,8.7,18.8,87.5,95.16587677725119,2024,5,2,0,21,91.33293838862559,527.5,905.8181818181819,2485640,13158.42857142857,13435.433333333332,1428.9771233464935,0.045454545454545456,96.70833333333333,11840.0,11136.0,-235.0,93.51292759738712
2024-05-23,13020,12594,1963,1054,20744,6.92,2,23,2,2,1,453,5599.0,9.5,19.4,87.5,96.72811059907835,2024,5,3,0,21,92.11405529953917,566.0869565217391,901.9130434782609,2498660,13379.42857142857,13410.933333333332,1230.7490750410004,0.08695652173913043,108.5,11605.0,11473.0,1415.0,93.51292759738712
2024-05-24,12567,11707,761,6268,15910,7.96,3,22,1,0,0,573,5814.0,14.2,16.8,87.5,93.1566801941593,2024,5,4,0,21,90.32834009707966,571.2272727272727,723.1818181818181,2511227,13131.285714285714,13382.766666666666,1187.619708252003,0.045454545454545456,104.725,13020.0,14304.0,-453.0,93.51292759738712
2024-05-25,14164,13862,576,4154,29766,6.95,2,22,5,0,0,498,6032.0,9.2,14.0,70.8,97.8678339452132,2024,5,5,1,21,84.3339169726066,643.8181818181819,1353.0,2525391,13090.57142857143,13372.733333333334,1138.7981760234288,0.22727272727272727,118.03333333333332,12567.0,14449.0,1597.0,93.51292759738712
2024-05-26,14210,13193,1877,1439,26372,7.08,2,22,5,2,0,493,6331.0,11.8,13.3,70.8,92.84306826178748,2024,5,6,1,21,81.82153413089374,645.9090909090909,1198.7272727272727,2539601,13071.142857142857,13345.366666666667,1114.7155733745774,0.22727272727272727,118.41666666666666,14164.0,14346.0,46.0,93.51292759738712
2024-05-27,13221,12956,1408,9326,25378,7.12,2,18,2,1,0,468,5701.0,10.8,12.3,66.7,97.99561303986083,2024,5,0,0,22,82.34780651993042,734.5,1409.888888888889,2552822,12946.714285714286,13299.3,1026.9270850918515,0.1111111111111111,110.175,14210.0,14092.0,-989.0,93.51292759738712
2024-05-28,12805,12080,563,3162,16140,8.3,3,22,3,1,0,588,6049.0,8.4,17.4,79.2,94.33814916048419,2024,5,1,0,22,86.76907458024209,582.0454545454545,733.6363636363636,2565627,13084.57142857143,13218.7,911.9310750897179,0.13636363636363635,106.70833333333334,13221.0,11840.0,-416.0,93.51292759738712
2024-05-29,12771,11529,1382,4761,25859,7.95,3,19,3,1,0,592,6106.0,14.4,14.9,66.7,90.27484143763213,2024,5,2,0,22,78.48742071881607,672.1578947368421,1361.0,2578398,13251.142857142857,13211.9,671.4018738359847,0.15789473684210525,106.425,12805.0,11605.0,-34.0,93.51292759738712
2024-05-30,13773,13381,581,4699,16970,8.31,4,21,4,2,0,522,5559.0,8.0,17.1,70.8,97.15385173890945,2024,5,3,0,22,83.97692586945473,655.8571428571429,808.0952380952381,2592171,13358.714285714286,13165.2,688.305822118261,0.19047619047619047,114.775,12771.0,13020.0,1002.0,93.51292759738712
2024-05-31,12119,11140,1846,2490,21980,8.03,3,22,1,1,0,516,6193.0,8.9,14.4,87.5,91.92177572406965,2024,5,4,0,22,89.71088786203482,550.8636363636364,999.0909090909091,2604290,13294.714285714286,13138.5,787.823735422608,0.045454545454545456,100.99166666666666,13773.0,12567.0,-1654.0,93.51292759738712
2024-06-01,11491,11081,1195,9501,19152,8.88,4,20,1,1,0,520,5502.0,8.3,14.7,79.2,96.43199025324168,2024,6,5,1,22,87.81599512662083,574.55,957.6,2615781,12912.857142857143,13088.0,931.0407131397752,0.05,95.75833333333334,12119.0,14164.0,-628.0,93.32380069581032
2024-06-02,12478,11299,640,9959,27935,8.81,2,18,3,2,0,553,5899.0,13.1,14.2,62.5,90.55137041192499,2024,6,6,1,22,76.5256852059625,693.2222222222222,1551.9444444444443,2628259,12665.42857142857,13032.466666666667,739.2559000199517,0.16666666666666666,103.98333333333333,11491.0,14210.0,987.0,93.32380069581032
2024-06-03,12674,11431,1598,3426,18655,6.83,2,22,1,0,1,572,6369.0,12.8,12.9,87.5,90.19252011993056,2024,6,0,0,23,88.84626005996529,576.0909090909091,847.9545454545455,2640933,12587.285714285714,13005.466666666667,698.5300552555093,0.045454545454545456,105.61666666666667,12478.0,13221.0,196.0,93.32380069581032
2024-06-04,13231,12164,1881,7355,21465,6.72,2,21,1,2,0,569,5905.0,14.3,14.6,83.3,91.93560577431789,2024,6,1,0,23,87.61780288715894,630.047619047619,1022.1428571428571,2654164,12648.142857142857,12993.066666666668,738.0953932411675,0.047619047619047616,110.25833333333333,12674.0,12805.0,557.0,93.32380069581032
2024-06-05,11915,10938,1756,5789,15436,6.6,4,22,2,0,0,480,6389.0,11.5,15.6,83.3,91.80025178346621,2024,6,2,0,23,87.5501258917331,541.5909090909091,701.6363636363636,2666079,12525.857142857143,12972.066666666668,783.840636135415,0.09090909090909091,99.29166666666667,13231.0,12771.0,-1316.0,93.32380069581032
2024-06-06,12309,11693,1159,159,27145,7.23,3,21,4,2,0,453,5643.0,13.4,14.2,70.8,94.99553172475424,2024,6,3,0,23,82.89776586237713,586.1428571428571,1292.6190476190477,2678388,12316.714285714286,12967.666666666666,558.5566859582024,0.19047619047619047,102.57499999999999,11915.0,13773.0,394.0,93.32380069581032
2024-06-07,11988,11061,1349,7927,27641,8.67,2,21,0,2,0,542,5547.0,9.9,17.7,87.5,92.26726726726727,2024,6,4,0,23,89.88363363363364,570.8571428571429,1316.2380952380952,2690376,12298.0,12877.566666666668,568.3930564905819,0.0,99.9,12309.0,12119.0,-321.0,93.32380069581032
2024-06-08,10425,10082,889,6468,24080,6.75,4,18,0,2,0,549,6407.0,14.6,15.4,75.0,96.70983213429255,2024,6,5,1,23,85.85491606714628,579.1666666666666,1337.7777777777778,2700801,12145.714285714286,12753.233333333334,878.7270555156954,0.0,86.875,11988.0,11491.0,-1563.0,93.32380069581032
2024-06-09,11558,11267,1190,8662,21361,8.19,4,18,1,2,0,598,6376.0,9.3,14.2,70.8,97.4822633673646,2024,6,6,1,23,84.14113168368229,642.1111111111111,1186.7222222222222,2712359,12014.285714285714,12670.5,889.4799443655957,0.05555555555555555,96.31666666666666,10425.0,12478.0,1133.0,93.32380069581032
2024-06-10,10666,10176,1292,9821,20832,6.82,4,20,3,0,0,550,5999.0,10.7,18.9,70.8,95.40596287267954,2024,6,0,0,24,83.10298143633977,533.3,1041.6,2723025,11727.42857142857,12586.8,962.0888484859478,0.15,88.88333333333334,11558.0,12674.0,-892.0,93.32380069581032
2024-06-11,11913,10827,726,5355,19968,6.66,2,22,1,0,0,480,6220.0,10.6,19.0,87.5,90.88390833543188,2024,6,1,0,24,89.19195416771595,541.5,907.6363636363636,2734938,11539.142857142857,12527.766666666666,716.3843076104816,0.045454545454545456,99.275,10666.0,13231.0,1247.0,93.32380069581032
2024-06-12,12829,12210,1623,9388,16772,7.39,4,21,1,2,0,598,6182.0,11.3,16.6,83.3,95.17499415387014,2024,6,2,0,24,89.23749707693507,610.9047619047619,798.6666666666666,2747767,11669.714285714286,12580.766666666666,864.3262721692379,0.047619047619047616,106.90833333333333,11913.0,11915.0,916.0,93.32380069581032
2024-06-13,10507,9492,1836,4213,25293,8.05,4,22,1,1,0,551,5837.0,8.1,13.0,87.5,90.33977348434377,2024,6,3,0,24,88.91988674217188,477.59090909090907,1149.6818181818182,2758274,11412.285714285714,12529.3,909.3671268682689,0.045454545454545456,87.55833333333334,12829.0,12309.0,-2322.0,93.32380069581032
2024-06-14,11689,10980,610,2661,17064,9.22,2,20,0,1,0,514,5812.0,13.4,18.2,83.3,93.93446830353324,2024,6,4,0,24,88.61723415176661,584.45,853.2,2769963,11369.57142857143,12547.733333333334,884.5002086193648,0.0,97.40833333333333,10507.0,11988.0,1182.0,93.32380069581032
2024-06-15,12076,11811,674,2792,24889,7.05,4,22,0,0,0,456,5848.0,10.6,12.0,91.7,97.8055647565419,2024,6,5,1,24,94.75278237827095,548.9090909090909,1131.3181818181818,2782039,11605.42857142857,12567.833333333334,807.4104402642373,0.0,100.63333333333333,11689.0,10425.0,387.0,93.32380069581032
2024-06-16,11279,10734,1751,4402,19552,8.14,2,18,4,1,0,553,5566.0,9.6,14.0,58.3,95.1680113485238,2024,6,6,1,24,76.73400567426191,626.6111111111111,1086.2222222222222,2793318,11565.57142857143,12467.0,816.9716145911626,0.2222222222222222,93.99166666666666,12076.0,11558.0,-797.0,93.32380069581032
2024-06-17,11942,11461,970,9433,23707,9.37,2,22,3,1,0,481,5576.0,10.6,13.8,79.2,95.97219896164798,2024,6,0,0,25,87.58609948082399,542.8181818181819,1077.590909090909,2805260,11747.857142857143,12383.433333333332,719.3201486059879,0.13636363636363635,99.51666666666667,11279.0,10666.0,663.0,93.32380069581032
2024-06-18,10904,9936,525,7468,21410,9.44,4,21,2,2,0,501,5837.0,13.1,16.3,79.2,91.12252384446074,2024,6,1,0,25,85.16126192223038,519.2380952380952,1019.5238095238095,2816164,11603.714285714286,12268.7,779.306468232262,0.09523809523809523,90.86666666666666,11942.0,11913.0,-1038.0,93.32380069581032
2024-06-19,10418,9951,1293,9968,25244,7.99,2,20,5,0,1,464,5854.0,14.6,19.7,62.5,95.51737377615666,2024,6,2,0,25,79.00868688807833,520.9,1262.2,2826582,11259.285714285714,12146.233333333334,673.0635716101826,0.25,86.81666666666666,10904.0,12829.0,-486.0,93.32380069581032
2024-06-20,12435,12115,945,6353,25541,7.8,3,20,5,1,0,557,6344.0,14.9,18.3,62.5,97.42661841576196,2024,6,3,0,25,79.96330920788098,621.75,1277.05,2839017,11534.714285714286,12166.066666666668,707.511063349526,0.25,103.62499999999999,10418.0,10507.0,2017.0,93.32380069581032
2024-06-21,13273,12202,771,9467,29895,7.72,4,19,5,0,0,550,5937.0,12.2,12.6,58.3,91.93098771943042,2024,6,4,0,25,75.1154938597152,698.578947368421,1573.421052631579,2852290,11761.0,12221.666666666666,969.7790126278234,0.2631578947368421,110.60833333333333,12435.0,11689.0,838.0,93.32380069581032
2024-06-22,12440,12172,1783,619,15882,8.7,2,19,0,2,0,529,6477.0,13.3,13.3,79.2,97.84565916398714,2024,6,5,1,25,88.52282958199356,654.7368421052631,835.8947368421053,2864730,11813.0,12202.333333333334,998.80895737543,0.0,103.66666666666666,13273.0,12076.0,-833.0,93.32380069581032
2024-06-23,11916,11409,994,6976,22594,8.5,4,21,1,1,0,493,5512.0,8.1,14.9,83.3,95.74521651560927,2024,6,6,1,25,89.52260825780463,567.4285714285714,1075.904761904762,2876646,11904.0,12180.633333333333,970.6700434923238,0.047619047619047616,99.3,12440.0,11279.0,-524.0,93.32380069581032
2024-06-24,13534,12428,670,8148,29039,8.92,3,20,5,0,0,542,5981.0,12.6,12.9,62.5,91.82798876902616,2024,6,0,0,26,77.16399438451307,676.7,1451.95,2890180,12131.42857142857,12159.633333333333,1150.8396727524644,0.25,112.78333333333333,11916.0,11942.0,1618.0,93.32380069581032
2024-06-25,11239,10472,1166,6689,28810,7.98,2,22,0,2,0,566,5533.0,8.4,15.6,91.7,93.17554942610553,2024,6,1,0,26,92.43777471305276,510.8636363636364,1309.5454545454545,2901419,12179.285714285714,12060.6,1096.9964622072778,0.0,93.65833333333333,13534.0,10904.0,-2295.0,93.32380069581032
2024-06-26,11191,10628,1184,8307,19956,8.19,4,19,3,0,0,507,6377.0,14.8,12.2,66.7,94.96917165579484,2024,6,2,0,26,80.83458582789743,589.0,1050.3157894736842,2912610,12289.714285714286,11992.933333333332,913.7493664905849,0.15789473684210525,93.25833333333333,11239.0,10418.0,-48.0,93.32380069581032
2024-06-27,13223,12695,1716,5520,25593,8.54,2,22,3,0,0,505,6080.0,11.6,18.1,79.2,96.00695757392423,2024,6,3,0,26,87.60347878696211,601.0454545454545,1163.3181818181818,2925833,12402.285714285714,12006.866666666667,980.7170360312605,0.13636363636363635,110.19166666666666,11191.0,12435.0,2032.0,93.32380069581032
2024-06-28,11216,10411,1826,6297,27839,7.7,3,21,1,2,0,558,6091.0,9.3,14.7,83.3,92.82275320970042,2024,6,4,0,26,88.06137660485021,534.0952380952381,1325.6666666666667,2937049,12108.42857142857,11955.033333333333,984.5050968452798,0.047619047619047616,93.46666666666667,13223.0,13273.0,-2007.0,93.32380069581032
2024-06-29,13278,12170,974,270,27258,8.02,4,20,4,1,0,473,6155.0,9.1,19.0,66.7,91.65536978460611,2024,6,5,1,26,79.17768489230306,663.9,1362.9,2950327,12228.142857142857,11938.533333333333,1078.0490756565089,0.2,110.65,11216.0,12440.0,2062.0,93.32380069581032
2024-06-30,12140,11200,778,580,19958,6.88,3,18,0,0,0,503,5862.0,13.1,13.6,75.0,92.25700164744646,2024,6,6,1,26,83.62850082372323,674.4444444444445,1108.7777777777778,2962467,12260.142857142857,11939.233333333334,1070.5377820783278,0.0,101.16666666666667,13278.0,11916.0,-1138.0,93.32380069581032
2024-07-01,10112,9108,711,5634,23575,6.5,4,21,3,1,0,590,5923.0,10.1,14.6,75.0,90.07120253164557,2024,7,0,0,27,82.53560126582278,481.5238095238095,1122.6190476190477,2972579,11771.285714285714,11893.266666666666,1168.7060814259355,0.14285714285714285,84.26666666666667,12140.0,13534.0,-2028.0,94.79281670903123
2024-07-02,11808,11398,705,7352,19591,9.21,3,21,5,0,0,465,5578.0,11.8,17.7,66.7,96.52777777777779,2024,7,1,0,27,81.6138888888889,562.2857142857143,932.9047619047619,2984387,11852.57142857143,11870.933333333332,1145.062714023855,0.23809523809523808,98.4,10112.0,11239.0,1696.0,94.79281670903123
2024-07-03,9992,9616,1020,9168,18722,8.39,3,18,0,2,0,598,6060.0,13.5,17.7,75.0,96.23698959167334,2024,7,2,0,27,85.61849479583667,555.1111111111111,1040.111111111111,2994379,11681.285714285714,11781.533333333333,1334.5217263481704,0.0,83.26666666666667,11808.0,11191.0,-1816.0,94.79281670903123
2024-07-04,10008,9785,1394,7361,19199,7.04,4,20,5,0,0,571,6229.0,14.0,14.2,62.5,97.77178257394084,2024,7,3,0,27,80.13589128697042,500.4,959.95,3004387,11222.0,11674.1,1267.0232831325866,0.25,83.39999999999999,9992.0,13223.0,16.0,94.79281670903123
2024-07-05,12122,11099,1664,4357,16363,9.44,4,18,0,2,0,514,5812.0,11.4,16.1,75.0,91.56079854809437,2024,7,4,0,27,83.28039927404718,673.4444444444445,909.0555555555555,3016509,11351.42857142857,11681.0,1311.7920131310298,0.0,101.01666666666667,10008.0,11216.0,2114.0,94.79281670903123
2024-07-06,10724,10429,868,4946,23234,9.02,3,19,0,1,0,581,6059.0,11.5,17.6,79.2,97.2491607609101,2024,7,5,1,27,88.22458038045505,564.421052631579,1222.842105263158,3027233,10986.57142857143,11628.166666666666,1006.2251002539335,0.0,89.36666666666667,12122.0,13278.0,-1398.0,94.79281670903123
2024-07-07,11214,10577,692,1476,21426,7.95,2,23,2,2,0,572,6379.0,13.7,17.4,87.5,94.31960049937578,2024,7,6,1,27,90.90980024968789,487.5652173913044,931.5652173913044,3038447,10854.285714285714,11602.366666666667,882.5874299063308,0.08695652173913043,93.45,10724.0,12140.0,490.0,94.79281670903123
2024-07-08,11516,10656,1545,882,19408,8.89,4,23,2,1,0,532,6128.0,9.7,13.3,87.5,92.53212921153178,2024,7,0,0,28,90.01606460576589,500.69565217391306,843.8260869565217,3049963,11054.857142857143,11638.733333333334,844.4957920897103,0.08695652173913043,95.96666666666667,11214.0,10112.0,302.0,94.79281670903123
2024-07-09,10057,9067,830,139,16424,9.3,2,18,3,1,0,569,6284.0,10.0,15.5,62.5,90.15611017201948,2024,7,1,0,28,76.32805508600974,558.7222222222222,912.4444444444445,3060020,10804.714285714286,11588.7,843.5572919262793,0.16666666666666666,83.80833333333332,11516.0,11808.0,-1459.0,94.79281670903123
2024-07-10,11717,10856,1973,2606,22846,9.33,2,21,5,2,0,463,6281.0,13.5,16.8,66.7,92.65170265426303,2024,7,2,0,28,79.67585132713151,557.952380952381,1087.904761904762,3071737,11051.142857142857,11623.733333333334,818.1488105415546,0.23809523809523808,97.64166666666667,10057.0,9992.0,1660.0,94.79281670903123
2024-07-11,12732,11790,1330,2761,19456,9.44,3,23,4,1,0,455,6048.0,14.9,16.4,79.2,92.60131950989633,2024,7,3,0,28,85.90065975494817,553.5652173913044,845.9130434782609,3084469,11440.285714285714,11651.033333333333,884.4314019538069,0.17391304347826086,106.1,11717.0,10008.0,1015.0,94.79281670903123
2024-07-12,10067,9529,1727,7162,25626,7.12,2,20,1,1,0,488,5672.0,14.5,12.5,79.2,94.65580609913579,2024,7,4,0,28,86.9279030495679,503.35,1281.3,3094536,11146.714285714286,11558.966666666667,958.4017449702321,0.05,83.89166666666667,12732.0,12122.0,-2665.0,94.79281670903123
2024-07-13,10868,10386,902,3554,25606,8.16,2,19,5,2,0,476,6176.0,12.9,16.9,58.3,95.56496135443504,2024,7,5,1,28,76.93248067721751,572.0,1347.6842105263158,3105404,11167.285714285714,11571.0,949.3186529095407,0.2631578947368421,90.56666666666666,10067.0,10724.0,801.0,94.79281670903123
2024-07-14,10476,9655,1007,2305,27700,7.02,4,19,0,1,0,508,6237.0,14.2,13.6,79.2,92.16303932798779,2024,7,6,1,28,85.6815196639939,551.3684210526316,1457.8947368421052,3115880,11061.857142857143,11530.566666666668,983.6261872228495,0.0,87.3,10868.0,11214.0,-392.0,94.79281670903123
2024-07-15,11391,10890,524,6124,23475,8.38,2,21,0,0,0,578,5720.0,13.1,16.9,87.5,95.60179088754279,2024,7,0,0,29,91.5508954437714,542.4285714285714,1117.857142857143,3127271,11044.0,11507.733333333334,975.1051225381212,0.0,94.925,10476.0,11516.0,915.0,94.79281670903123
2024-07-16,11897,10911,1689,4937,15369,8.73,3,20,3,2,0,560,5759.0,11.0,17.8,70.8,91.71219635202151,2024,7,1,0,29,81.25609817601075,594.85,768.45,3139168,11306.857142857143,11528.333333333334,910.5641893118895,0.15,99.14166666666667,11391.0,10057.0,506.0,94.79281670903123
2024-07-17,9465,8964,542,2424,24256,7.23,2,18,4,2,0,496,5530.0,10.5,12.1,58.3,94.70681458003169,2024,7,2,0,29,76.50340729001584,525.8333333333334,1347.5555555555557,3148633,10985.142857142857,11445.766666666666,1116.130432726046,0.2222222222222222,78.875,11897.0,11717.0,-2432.0,94.79281670903123
2024-07-18,9691,9428,702,8252,20041,8.7,3,18,2,1,0,587,6385.0,10.7,15.9,66.7,97.28614178103395,2024,7,3,0,29,81.99307089051698,538.3888888888889,1113.388888888889,3158324,10550.714285714286,11405.333333333334,892.2519663350005,0.1111111111111111,80.75833333333333,9465.0,12732.0,226.0,94.79281670903123
2024-07-19,10378,9993,886,1993,15869,8.73,4,23,2,1,0,522,5706.0,13.6,14.7,87.5,96.2902293312777,2024,7,4,0,29,91.89511466563886,451.2173913043478,689.9565217391304,3168702,10595.142857142857,11404.0,871.6569333883092,0.08695652173913043,86.48333333333333,9691.0,10067.0,687.0,94.79281670903123
2024-07-20,12316,11986,1048,4744,16873,8.86,2,19,4,1,0,563,6149.0,14.6,12.5,62.5,97.32055862292952,2024,7,5,1,29,79.91027931146476,648.2105263157895,888.0526315789474,3181018,10802.0,11400.033333333333,1091.335878636864,0.21052631578947367,102.63333333333333,10378.0,10868.0,1938.0,94.79281670903123
2024-07-21,12181,11247,1662,7352,28516,7.4,4,22,2,1,0,578,6264.0,10.9,17.2,83.3,92.33232082751826,2024,7,6,1,29,87.81616041375912,553.6818181818181,1296.1818181818182,3193199,11045.57142857143,11363.633333333333,1192.0682107361588,0.09090909090909091,101.50833333333334,12316.0,10476.0,-135.0,94.79281670903123
2024-07-22,10301,9402,1507,9116,15644,8.86,2,19,2,0,0,532,5610.0,10.0,14.5,70.8,91.27269197165324,2024,7,0,0,30,81.03634598582661,542.1578947368421,823.3684210526316,3203500,10889.857142857143,11292.333333333334,1210.4748969683633,0.10526315789473684,85.84166666666667,12181.0,11391.0,-1880.0,94.79281670903123
2024-07-23,10267,9663,776,60,26582,6.73,2,22,5,2,1,485,6132.0,10.6,14.2,70.8,94.1170741209701,2024,7,1,0,30,82.45853706048504,466.6818181818182,1208.2727272727273,3213767,10657.0,11237.366666666667,1139.1191041034451,0.22727272727272727,85.55833333333334,10301.0,11897.0,-34.0,94.79281670903123
2024-07-24,10206,9445,1328,136,16029,8.16,4,23,0,1,0,536,6338.0,14.0,18.0,95.8,92.54360180286106,2024,7,2,0,30,94.17180090143053,443.7391304347826,696.9130434782609,3223973,10762.857142857143,11126.433333333332,1040.0040750836383,0.0,85.05,10267.0,9465.0,-61.0,94.79281670903123
2024-07-25,10897,10339,1808,1700,26862,7.04,3,21,4,0,0,534,6219.0,13.1,16.1,70.8,94.87932458474809,2024,7,3,0,30,82.83966229237404,518.9047619047619,1279.142857142857,3234870,10935.142857142857,11115.033333333333,926.551928491095,0.19047619047619047,90.80833333333334,10206.0,9691.0,691.0,94.79281670903123
2024-07-26,9972,9041,1220,4733,29570,8.7,4,23,1,1,0,564,5722.0,11.6,16.9,91.7,90.66385880465303,2024,7,4,0,30,91.18192940232652,433.5652173913044,1285.6521739130435,3244842,10877.142857142857,11074.4,978.4919397678092,0.043478260869565216,83.1,10897.0,10378.0,-925.0,94.79281670903123
2024-07-27,10252,9274,1257,146,29453,7.16,4,22,0,2,0,468,6179.0,10.9,18.0,91.7,90.46039797112758,2024,7,5,1,30,91.08019898556378,466.0,1338.7727272727273,3255094,10582.285714285714,10975.366666666667,759.0111361251629,0.0,85.43333333333332,9972.0,12316.0,280.0,94.79281670903123
2024-07-28,10113,9366,640,6901,16920,8.39,4,22,0,0,0,488,5643.0,12.8,13.7,91.7,92.61346781370513,2024,7,6,1,30,92.15673390685257,459.6818181818182,769.0909090909091,3265207,10286.857142857143,10938.6,291.542694741715,0.0,84.275,10252.0,12181.0,-139.0,94.79281670903123
2024-07-29,10739,10434,1530,816,28414,7.76,2,23,0,2,0,580,6061.0,12.4,17.5,95.8,97.15988453301053,2024,7,0,0,31,96.47994226650526,466.9130434782609,1235.391304347826,3275946,10349.42857142857,10853.966666666667,338.3316209200685,0.0,89.49166666666667,10113.0,10301.0,626.0,94.79281670903123
2024-07-30,10278,9258,1167,9288,17679,8.76,2,18,5,0,0,567,6292.0,11.2,13.5,54.2,90.07589025102159,2024,7,1,0,31,72.1379451255108,571.0,982.1666666666666,3286224,10351.0,10791.9,337.9102444931915,0.2777777777777778,85.65,10739.0,10267.0,-461.0,94.79281670903123
2024-07-31,12282,11920,1398,4234,18764,7.73,2,19,2,1,0,471,5979.0,9.3,17.9,70.8,97.05259729685719,2024,7,2,0,31,83.9262986484286,646.421052631579,987.578947368421,3298506,10647.57142857143,10864.233333333334,793.4265051330973,0.10526315789473684,102.35000000000001,10278.0,10206.0,2004.0,94.79281670903123
2024-08-01,11530,10880,1572,4780,19177,7.63,2,23,3,0,0,516,5720.0,10.5,15.0,83.3,94.36253252385083,2024,8,3,0,31,88.8312662619254,501.30434782608694,833.7826086956521,3310036,10738.0,10854.966666666667,859.8815809944014,0.13043478260869565,96.08333333333333,12282.0,10897.0,-752.0,93.92257020433615
2024-08-02,9090,8449,1342,6239,23026,7.64,3,23,0,0,0,573,5595.0,8.7,12.4,95.8,92.94829482948295,2024,8,4,0,31,94.37414741474147,395.2173913043478,1001.1304347826087,3319126,10612.0,10824.9,1037.1751700332188,0.0,75.75,11530.0,9972.0,-2440.0,93.92257020433615
2024-08-03,10694,9989,813,1892,18439,8.76,4,19,3,0,0,493,6242.0,9.2,13.6,66.7,93.40751823452403,2024,8,5,1,31,80.05375911726202,562.8421052631579,970.4736842105264,3329820,10675.142857142857,10847.766666666666,1024.98852490678,0.15789473684210525,89.11666666666666,9090.0,10252.0,1604.0,93.92257020433615
2024-08-04,11664,11197,900,990,26138,7.8,3,21,1,0,0,511,5656.0,11.3,17.7,83.3,95.99622770919068,2024,8,6,1,31,89.64811385459534,555.4285714285714,1244.6666666666667,3341484,10896.714285714286,10832.5,1050.5383880477648,0.047619047619047616,97.2,10694.0,10113.0,970.0,93.92257020433615
2024-08-05,9723,8908,1582,5944,22404,7.14,3,23,3,1,0,529,5577.0,12.9,15.1,83.3,91.61781343206829,2024,8,0,0,32,87.45890671603414,422.7391304347826,974.0869565217391,3351207,10751.57142857143,10799.133333333333,1142.1508740300976,0.13043478260869565,81.025,11664.0,10739.0,-1941.0,93.92257020433615
2024-08-06,11449,10908,1235,383,29397,8.58,4,20,5,2,0,578,6029.0,13.8,15.7,62.5,95.27469648004192,2024,8,1,0,32,78.88734824002097,572.45,1469.85,3362656,10918.857142857143,10806.966666666667,1146.9740520999446,0.25,95.40833333333333,9723.0,10278.0,1726.0,93.92257020433615
2024-08-07,9747,9282,1402,7957,28897,8.49,4,21,5,1,0,477,5717.0,11.2,14.1,66.7,95.22930132348415,2024,8,2,0,32,80.96465066174207,464.14285714285717,1376.047619047619,3372403,10556.714285714286,10748.0,1040.0605293741366,0.23809523809523808,81.22500000000001,11449.0,12282.0,-1702.0,93.92257020433615
2024-08-08,10175,9880,1327,3191,16837,8.5,3,18,5,2,0,553,6167.0,8.7,18.0,54.2,97.1007371007371,2024,8,3,0,32,75.65036855036855,565.2777777777778,935.3888888888889,3382578,10363.142857142857,10751.933333333332,951.007085247312,0.2777777777777778,84.79166666666667,9747.0,11530.0,428.0,93.92257020433615
2024-08-09,11420,10923,1187,9867,23490,9.3,4,22,1,2,1,544,5540.0,10.9,13.0,87.5,95.64798598949213,2024,8,4,0,32,91.57399299474606,519.0909090909091,1067.7272727272727,3393998,10696.0,10742.033333333333,831.3627367161089,0.045454545454545456,95.16666666666667,10175.0,9090.0,1245.0,93.92257020433615
2024-08-10,8945,8308,998,9141,29282,6.54,2,20,5,1,0,563,6206.0,10.2,13.1,62.5,92.87870318613751,2024,8,5,1,32,77.68935159306875,447.25,1464.1,3402943,10446.142857142857,10615.8,1062.6994602695775,0.25,74.54166666666666,11420.0,10694.0,-2475.0,93.92257020433615
2024-08-11,10477,9433,1014,4804,26388,8.26,2,21,4,0,0,523,5638.0,12.1,16.6,70.8,90.03531545289682,2024,8,6,1,32,80.41765772644841,498.9047619047619,1256.5714285714287,3413420,10276.57142857143,10629.466666666667,921.2740918863767,0.19047619047619047,87.30833333333334,8945.0,11664.0,1532.0,93.92257020433615
2024-08-12,11595,10787,1493,6838,17587,8.08,4,22,2,0,1,581,6361.0,11.2,19.5,83.3,93.03147908581285,2024,8,0,0,33,88.16573954290642,527.0454545454545,799.4090909090909,3425015,10544.0,10653.7,1001.9698930939843,0.09090909090909091,96.625,10477.0,9723.0,1118.0,93.92257020433615
2024-08-13,10453,10201,688,2961,18226,8.53,3,20,4,0,0,508,6197.0,12.5,14.2,66.7,97.58920883956759,2024,8,1,0,33,82.1446044197838,522.65,911.3,3435468,10401.714285714286,10652.933333333332,919.34772425636,0.2,87.10833333333333,11595.0,11449.0,-1142.0,93.92257020433615
